headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
ben,is,v%pr_3,Troilus and Criseyde; Book III 208,data/oxford_txts/TC3_oxford.txt,"Quod Pandarus, “It time is that we wende;",BOTH,Present 3rd sg must end in -th,"Quod Pandarus, “It time is that we wende;",Quod Pandarus It tyme is that we wende,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Manciple's Tale 172,data/oxford_txts/MancT_oxford.txt,For ever this brid wol doon his bisinesse°,BOTH,Present 3rd sg must end in -th,For ever this brid wol doon his bisinesse°,For evere this brid wol doon his bisynesse,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shul,v%pr_pl,The Knight's Tale 1865,data/oxford_txts/KnT_oxford.txt,Ye shul non other ende° with me maken,BOTH,Present plural must end in -en or -e,Ye shul non other ende° with me maken,Ye shul noon oother ende with me maken,Present plural must end in -en or -e,Present plural must end in -en or -e
mouen,may,v%pr_3,The Franklin's Tale 836,data/oxford_txts/FranT_oxford.txt,She may nat alwey duren° in swich rage.°,BOTH,Present 3rd sg must end in -th,She may nat alwey duren° in swich rage.°,She may nat alwey duren in swich rage,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,Troilus and Criseyde; Book II 1124,data/oxford_txts/TC2_oxford.txt,"Aviseth you on it, whan ye han space",BOTH,Present plural must end in -en or -e,"Aviseth you on it, whan ye han space",Avyseth yow on it whan ye han space,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book III 68,data/oxford_txts/TC3_oxford.txt,"“Sir,” quod Criseyde, “it is Pandare and I.”",BOTH,Present 3rd sg must end in -th,"“Sir,” quod Criseyde, “it is Pandare and I.”",Sire quod Criseyde it is Pandare and I,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shul,v%pr_pl,Parliament of Fowls 402,data/oxford_txts/PF_oxford.txt,"And, as your hap° is, shul ye winne or lese;",BOTH,Present plural must end in -en or -e,"And, as your hap° is, shul ye winne or lese;",And as youre hap is shul ye wynne or lese,Present plural must end in -en or -e,Present plural must end in -en or -e
moten,moot,v%pr_3,The Wife of Bath's Tale 980,data/oxford_txts/WBT_oxford.txt,"Yet out it moot,° we can no conseil° hide;",BOTH,Present 3rd sg must end in -th,"Yet out it moot,° we can no conseil° hide;",Yet out it moot we kan no conseil hyde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Monk's Tale 2230,data/oxford_txts/MkT_oxford.txt,Therfor to° thee yshapen° ful gret pine° is.,BOTH,Present 3rd sg must end in -th,Therfor to° thee yshapen° ful gret pine° is.,Therefore to thee yshapen ful greet pyne ys,Present 3rd sg must end in -th,Present 3rd sg must end in -th
speden,spedde,v%pt_3,The Merchant's Tale 2052,data/oxford_txts/MerT_oxford.txt,He in the gardin parfourned hem and spedde.°,BOTH,"Weak pt sg must end in -ed, -d, or -t",He in the gardin parfourned hem and spedde.°,He in the gardyn parfourned hem and spedde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
listen,list,v%pr_3,Troilus and Criseyde; Book IV 1358,data/oxford_txts/TC4_oxford.txt,"Wheras him list the bet, withouten leve.",BOTH,Present 3rd sg must end in -th,"Wheras him list the bet, withouten leve.",Whereas hym liste the bet withouten leve,Present 3rd sg must end in -th,Present 3rd sg must end in -th
winnen,wan,v%pt_pl,The Franklin's Tale 1401,data/oxford_txts/FranT_oxford.txt,For whan she saugh that Romains wan the toun,BOTH,Past plural must end in -en or -e,For whan she saugh that Romains wan the toun,For whan she saugh that Romayns wan the toun,Past plural must end in -en or -e,Past plural must end in -en or -e
heren,herde,v%pt_3,The Squire's Tale 398,data/oxford_txts/SqT_oxford.txt,And for the foules° that she herde singe;,BOTH,"Weak pt sg must end in -ed, -d, or -t",And for the foules° that she herde singe;,And for the foweles that she herde synge,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,Troilus and Criseyde; Book IV 21,data/oxford_txts/TC4_oxford.txt,"Ywis, hemself sholde han the vilanie.",BOTH,Infinitive must end in -en or -e,"Ywis, hemself sholde han the vilanie.",Iwis hemself sholde han the vilanye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
mouen,may,v%pr_3,The Franklin's Tale 957,data/oxford_txts/FranT_oxford.txt,It may wel be he looked on hir face,BOTH,Present 3rd sg must end in -th,It may wel be he looked on hir face,It may wel be he looked on hir face,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Miller's Tale 3370,data/oxford_txts/MilT_oxford.txt,¶This passeth forth; what wol ye bet than wel?°,BOTH,Present plural must end in -en or -e,¶This passeth forth; what wol ye bet than wel?°,This passeth forth what wol ye bet than weel,Present plural must end in -en or -e,Present plural must end in -en or -e
helpen,help,v%pr_3,Troilus and Criseyde; Book V 153,data/oxford_txts/TC5_oxford.txt,"God help me so, whil that my lif may dure",BOTH,Present 3rd sg must end in -th,"God help me so, whil that my lif may dure",God helpe me so while that my lyf may dure,Present 3rd sg must end in -th,Present 3rd sg must end in -th
answeren,answerde,v%pt_3,Troilus and Criseyde; Book IV 178,data/oxford_txts/TC4_oxford.txt,"Gan it withstonde, and sobrely answerde:—",BOTH,"Weak pt sg must end in -ed, -d, or -t","Gan it withstonde, and sobrely answerde:—",Gan it withstonde and sobrely answerde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
shulen,shal,v%pr_3,The Merchant's Tale 2314,data/oxford_txts/MerT_oxford.txt,"My word shal stonde, I warne yow, certein.",BOTH,Present 3rd sg must end in -th,"My word shal stonde, I warne yow, certein.",My word shal stonde I warne yow certeyn,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 547,data/oxford_txts/TC3_oxford.txt,Now is ther litel more for to done,BOTH,Present 3rd sg must end in -th,Now is ther litel more for to done,Now is ther litel more for to doone,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Miller's Tale 3523,data/oxford_txts/MilT_oxford.txt,And shal she drenche? allas! min Alisoun!”,BOTH,Present 3rd sg must end in -th,And shal she drenche? allas! min Alisoun!”,And shal she drenche Allas myn Alisoun,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Wife of Bath's Prologue 235,data/oxford_txts/WBPro_oxford.txt,"¶“ ‘Sir olde kainard,° is this thin array?",BOTH,Present 3rd sg must end in -th,"¶“ ‘Sir olde kainard,° is this thin array?",Sire olde kaynard is this thyn array,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Nun's Priest's Tale 3414,data/oxford_txts/NPT_oxford.txt,"¶The fox answerde, “In feith, it shal be don,”—",BOTH,Present 3rd sg must end in -th,"¶The fox answerde, “In feith, it shal be don,”—",The fox answerde In feith it shal be don,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,don,v%inf,Troilus and Criseyde; Book V 840,data/oxford_txts/TC5_oxford.txt,"Stod paregal, to dur don that him leste.",BOTH,Infinitive must end in -en or -e,"Stod paregal, to dur don that him leste.",Stood paregal to durre don that hym leste,Infinitive must end in -en or -e,Infinitive must end in -en or -e
gon,gon,v%inf,The Canon's Yeoman's Tale 1102,data/oxford_txts/CYT_oxford.txt,"¶“Sir,” quod he to the preest, “lat° your man gon°",BOTH,Infinitive must end in -en or -e,"¶“Sir,” quod he to the preest, “lat° your man gon°",Sire quod he to the preest lat youre man gon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Clerk's Tale 626,data/oxford_txts/ClT_oxford.txt,"And namely, sith my sone yboren is",BOTH,Present 3rd sg must end in -th,"And namely, sith my sone yboren is",And namely sith my sone yboren is,Present 3rd sg must end in -th,Present 3rd sg must end in -th
answeren,answerde,v%pt_3,The Miller's Tale 3490,data/oxford_txts/MilT_oxford.txt,"¶This carpenter answerde, “What seystow?°",BOTH,"Weak pt sg must end in -ed, -d, or -t","¶This carpenter answerde, “What seystow?°",This carpenter answerde What seystow,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
mouen,may,v%pr_3,The Monk's Tale 2146,data/oxford_txts/MkT_oxford.txt,With tonge unnethe° may discrived be.,BOTH,Present 3rd sg must end in -th,With tonge unnethe° may discrived be.,With tonge unnethe may discryved bee,Present 3rd sg must end in -th,Present 3rd sg must end in -th
senden,sent,v%pr_3,The Clerk's Tale 1151,data/oxford_txts/ClT_oxford.txt,Receiven al in gree° that God us sent;,BOTH,Present 3rd sg must end in -th,Receiven al in gree° that God us sent;,Receyven al in gree that God us sent,Present 3rd sg must end in -th,Present 3rd sg must end in -th
mouen,may,v%pr_3,Parliament of Fowls 537,data/oxford_txts/PF_oxford.txt,That noon by skilles° may be broght adoun;,BOTH,Present 3rd sg must end in -th,That noon by skilles° may be broght adoun;,That non by skilles may be brought adoun,Present 3rd sg must end in -th,Present 3rd sg must end in -th
saven,save,v%pr_3,Troilus and Criseyde; Book I 558,data/oxford_txts/TC1_oxford.txt,God save hem that biseged han our toun,BOTH,Present 3rd sg must end in -th,God save hem that biseged han our toun,God save hem that biseged han oure town,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Merchant's Tale 1664,data/oxford_txts/MerT_oxford.txt,In which ye seyn ther is no wo ne strif.,BOTH,Present 3rd sg must end in -th,In which ye seyn ther is no wo ne strif.,In which ye seyn ther is no wo ne stryf,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Parliament of Fowls 608,data/oxford_txts/PF_oxford.txt,"This is my reed,° sin they may not acorde;",BOTH,Present 3rd sg must end in -th,"This is my reed,° sin they may not acorde;",This is my red syn they may nat acorde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Pardoner's Tale 781,data/oxford_txts/PardT_oxford.txt,"And lightly° as it comth,° so wol we spende.",BOTH,Present plural must end in -en or -e,"And lightly° as it comth,° so wol we spende.",And lightly as it comth so wol we spende,Present plural must end in -en or -e,Present plural must end in -en or -e
slen,slain,v%ppl,Troilus and Criseyde; Book V 54,data/oxford_txts/TC5_oxford.txt,"Sholde han ben slain; lo, this was al his care.",BOTH,Strong participle must end in -en or -e,"Sholde han ben slain; lo, this was al his care.",Sholde han ben slayn lo this was al his care,Strong participle must end in -en or -e,Strong participle must end in -en or -e
mouen,may,v%pr_pl,The Reeve's Tale 4033,data/oxford_txts/RvT_oxford.txt,I pray yow spede us heithen° that° ye may.”,BOTH,Present plural must end in -en or -e,I pray yow spede us heithen° that° ye may.”,I pray yow spede us heythen that ye may,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,House of Fame 29,data/oxford_txts/HF_oxford.txt,That som man is to curious°,BOTH,Present 3rd sg must end in -th,That som man is to curious°,That som man is to curious,Present 3rd sg must end in -th,Present 3rd sg must end in -th
withseien,withseye,v%pr_3,The Second Nun's Tale 447,data/oxford_txts/SNT_oxford.txt,"But if° that he his cristendom withseye,°",BOTH,Present 3rd sg must end in -th,"But if° that he his cristendom withseye,°",But if that he his Cristendom withseye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Franklin's Tale 878,data/oxford_txts/FranT_oxford.txt,"Han rokkes slain, al be they nat in minde",BOTH,Present plural must end in -en or -e,"Han rokkes slain, al be they nat in minde",Han rokkes slayn al be they nat in mynde,Present plural must end in -en or -e,Present plural must end in -en or -e
reuen,rewe,v%pr_3,The Knight's Tale 1863,data/oxford_txts/KnT_oxford.txt,"And God so wisly on my soule rewe,°",BOTH,Present 3rd sg must end in -th,"And God so wisly on my soule rewe,°",And God so wisly on my soule rewe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
senden,sende,v%pr_3,The Wife of Bath's Tale 1258,data/oxford_txts/WBT_oxford.txt,In parfit° joye; and Jhesu Crist us sende,BOTH,Present 3rd sg must end in -th,In parfit° joye; and Jhesu Crist us sende,In parfit joye and Jhesu Crist us sende,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shul,v%pr_pl,House of Fame 1634,data/oxford_txts/HF_oxford.txt,"Shul thus be shamed, gilteles!°",BOTH,Present plural must end in -en or -e,"Shul thus be shamed, gilteles!°",Shul thus be shamed gilteles,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,Parliament of Fowls 528,data/oxford_txts/PF_oxford.txt,"Han chosen first, by plein eleccioun",BOTH,Present plural must end in -en or -e,"Han chosen first, by plein eleccioun",Han chosen fyrst by pleyn eleccioun,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,Parliament of Fowls 366,data/oxford_txts/PF_oxford.txt,"That in this world han fethres and stature,°",BOTH,Present plural must end in -en or -e,"That in this world han fethres and stature,°",That in this world han fetheres and stature,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Reeve's Tale 4230,data/oxford_txts/RvT_oxford.txt,So mirie a fit° ne hadde she nat ful yore;°,BOTH,"Weak pt sg must end in -ed, -d, or -t",So mirie a fit° ne hadde she nat ful yore;°,So myrie a fit ne hadde she nat ful yoore,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
fetten,fette,v%pt_3,The Clerk's Tale 301,data/oxford_txts/ClT_oxford.txt,And to the markis she hir fader fette.°,BOTH,"Weak pt sg must end in -ed, -d, or -t",And to the markis she hir fader fette.°,And to the markys she hir fader fette,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Knight's Tale 1341,data/oxford_txts/KnT_oxford.txt,"For shortly for to seyn, this Palamoun",BOTH,Infinitive must end in -en or -e,"For shortly for to seyn, this Palamoun",For shortly for to seyn this Palamoun,Infinitive must end in -en or -e,Infinitive must end in -en or -e
shulen,shul,v%pr_pl,The Clerk's Tale 344,data/oxford_txts/ClT_oxford.txt,"“Grisilde,” he seide, “ye shul wel understonde",BOTH,Present plural must end in -en or -e,"“Grisilde,” he seide, “ye shul wel understonde",Grisilde he seyde ye shal wel understonde,Present plural must end in -en or -e,Present plural must end in -en or -e
shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 660,data/oxford_txts/TC3_oxford.txt,For that we shul not liggen fer asonder,BOTH,Present plural must end in -en or -e,For that we shul not liggen fer asonder,For that we shul nat liggen far asonder,Present plural must end in -en or -e,Present plural must end in -en or -e
gon,go,v%inf,House of Fame 749,data/oxford_txts/HF_oxford.txt,"Enclined is to go, by kinde.°",BOTH,Infinitive must end in -en or -e,"Enclined is to go, by kinde.°",Enclyned ys to goo by kynde,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,The Shipman's Tale 45,data/oxford_txts/ShipT_oxford.txt,"To doon plesaunce, and also greet costage.°",BOTH,Infinitive must end in -en or -e,"To doon plesaunce, and also greet costage.°",To doon plesaunce and also greet costage,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,be,v%pr_3,The Squire's Tale 139,data/oxford_txts/SqT_oxford.txt,"If he be fals, she shal his treson see",BOTH,Present 3rd sg must end in -th,"If he be fals, she shal his treson see",If he be fals she shal his tresoun see,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book IV 226,data/oxford_txts/TC4_oxford.txt,"Eche after other, til the tree be bare",BOTH,Present 3rd sg must end in -th,"Eche after other, til the tree be bare",Ech after other til the tree be bare,Present 3rd sg must end in -th,Present 3rd sg must end in -th
