LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book I 687,"“And witeth wel, that bothe two ben vices",and@conj witen@v1%imp wel@adv that@conj bothe@num_adj two@num_adj ben@v%pr_pl vice@n%pl,u Su S u Sx u S uS
Troilus and Criseyde; Book I 688,"Mistrusten alle, or elles alle leve;",mistrusten@v%inf al@gram_adjas_n or@conj elles@adv al@gram_adjas_n leven@v4%inf,uSu Sx u Su Su Sx
Troilus and Criseyde; Book I 689,"But wel I woot, the mene of it no vice is",but@conj wel@adv ich@pron%nom witen@v1%pr_1 the@def_art mene@n3 of@prep hit@pron no@gram_adj vice@n ben@v%pr_3,u S u S u xx S u S ux S
Troilus and Criseyde; Book I 690,For for to trusten sum wight is a preve,for@conj for@prep to@part trusten@v%inf som@gram_adj wight@n ben@v%pr_3 a@indef_art preve@n,u S u Su S u S u Sx
Troilus and Criseyde; Book I 691,"Of trouthe, and forthi wolde I fain remeve",of@prep treuth@n and@conj for-thi@adv&conj willen@v%pt_1 ich@pron%nom fain@adv remeven@v%inf,u Sx u Su Sx u S uSx
Troilus and Criseyde; Book I 692,"Thy wrong conceite, and do thee som wight triste",thin@pron%gen wrong@adj conceite@n and@conj don@v1%inf the@pron2%obj som@gram_adj wight@n trusten@v%inf,u S uSx u S u S u Sx
Troilus and Criseyde; Book I 693,"Thy wo to telle; and tel me, if thee liste.",thin@pron%gen wo@n to@part tellen@v%inf and@conj tellen@v%imp me@pron2%obj if@conj the@pron2%obj listen@v1%pr_3,u S u Sx u S u S u Sx
Troilus and Criseyde; Book I 694,"“The wise seith, ‘wo him that is allone",the@def_art wise@adj#n seien@v1%pr_3 wo@n him@pron%obj that@pron ben@v%pr_3 al-one@adj,u Su S u S u S uSx
Troilus and Criseyde; Book I 695,"For, and he falle, he hath noon help to rise’;",for@conj and@conj he@pron1%nom fallen@v%pr_3 he@pron1%nom haven@v%pr_3 non@gram_adj help@n to@part risen@v%inf,u S u Sx u S u S u Sx
Troilus and Criseyde; Book I 696,"And sith thou hast a felawe, tel thy mone;",and@conj sitthe@conj thou@pron%nom haven@v%pr_2 a@indef_art felaue@n tellen@v%imp thin@pron%gen mon@n1,u S u S u Sux S u Sx
Troilus and Criseyde; Book I 697,"For this nis not, certein, the nexte wise",for@conj this@pron ben@v%pr_3_neg not@adv certain@adv the@def_art nexte@adj%sup wise@n2,u S u S uS u Su Sx
Troilus and Criseyde; Book I 698,"To winnen love, as techen us the wise",to@part winnen@v%inf love@n1 --@dash as@conj techen@v%pr_pl us@pron%pl_obj the@def_art wise@adj#n%pl --@dash,u Su Sx u Su S u Sx
Troilus and Criseyde; Book I 699,To walwe and wepe as Niobe the quene,to@part walwen@v%inf and@conj wepen@v%inf as@conj niobe@n#propn the@def_art quene@n2,u Sx u Su S uSx u Sx
Troilus and Criseyde; Book I 700,Whos teres yet in marbel been ysene.,whos@pron%gen tere@n%pl yet@adv in@prep marble@n ben@v%pr_pl isen@v1%ppl,u Su S u Su S uSx
Troilus and Criseyde; Book I 701,“Lat be thy weping and thy drerinesse,leten@v%imp ben@v%inf thin@pron%gen wepinge@ger and@conj thin@pron%gen drerinesse@n,u S u Su S u SuSx
Troilus and Criseyde; Book I 702,And lat us lissen wo with other speche;,and@conj leten@v%imp us@pron%pl_obj lissen@v%inf wo@n with@prep other@gram_adj speche@n,u S u Su S u Su Sx
Troilus and Criseyde; Book I 703,So may thy woful time seme lesse.,so@adv mouen@v3%pr_3 thin@pron%gen woful@adj time@n semen@v2%inf lesse@adj%comp,u S u Su Su Su Sx
Troilus and Criseyde; Book I 704,Delite not in wo thy wo to seche,deliten@v%imp not@adv in@prep wo@n thin@pron%gen wo@n to@part sechen@v%inf,uSu S u S u S u Sx
Troilus and Criseyde; Book I 705,As doon thise foles that hir sorwes eche,as@conj don@v1%pr_pl these@gram_adj%pl fol@n%pl that@pron here@pron%pl_gen sorwe@n%pl eken@v%pr_pl,u S ux Su S u Su Sx
Troilus and Criseyde; Book I 706,"With sorwe, whan they han misaventure",with@prep sorwe@n whan@adv&conj thei@pron%pl_nom haven@v%pr_pl misaventure@n,u Su S u S uSuSx
Troilus and Criseyde; Book I 707,And listen nought to seche hem other cure.,and@conj listen@v1%pr_pl nought@adv to@part sechen@v%inf hem@pron%pl_obj other@gram_adj cure@n1,u Su S u Sx u Su Sx
Troilus and Criseyde; Book I 708,"“Men seyn, ‘To wrecche is consolacioun",man@n%pl seien@v1%pr_pl to@prep wrecche@n ben@v%pr_3 consolacioun@n,u S u Sx u SuSuS
Troilus and Criseyde; Book I 709,To have another felawe in his peine’;,to@part haven@v%inf another@gram_adj felaue@n in@prep his@pron1%gen peine@n,u Sx uSu Sux S u Sx
Troilus and Criseyde; Book I 710,That oughte wel ben oure opinioun,that@pron ouen@v%pt_3 wel@adv ben@v%inf oure@pron%pl_gen opinioun@n,u Su S u Sx uSuS
Troilus and Criseyde; Book I 711,"For, bothe thou and I, of love we pleine;",for@conj bothe@num_conj thou@pron%nom and@conj ich@pron%nom of@prep love@n1 we@pron%pl_nom pleinen@v%pr_pl,u Su S u S u Sx u Sx
Troilus and Criseyde; Book I 712,"So ful of sorwe am I, soth for to seyne",so@adv ful@adj of@prep sorwe@n ben@v%pr_1 ich@pron%nom soth@n for@prep#adv to@part seien@v1%inf,u S u Sx u S u S u Sx
Troilus and Criseyde; Book I 713,That certeinly no more harde grace,that@conj certainli@adv no@gram_adj more@adv%comp hard@adj grace@n,u SuS u Su Su Sx
Troilus and Criseyde; Book I 714,"May sitte on me, forwhy ther is no space.",mouen@v3%pr_3 sitten@v%inf on@prep me@pron2%obj for-whi@conj ther@adv ben@v%pr_3 no@gram_adj space@n,u Sx u S uS u S u Sx
Troilus and Criseyde; Book I 715,“If God wol thou art not agast of me,if@conj god@n1#propn willen@v%pr_3 thou@pron%nom ben@v%pr_2 not@adv agasten@v%ppl of@prep me@pron2%obj,u S u S u S uS u S
Troilus and Criseyde; Book I 716,Lest I wolde of thy lady thee bigile,leste@conj ich@pron%nom willen@v%pt_1 of@prep thin@pron%gen ladie@n the@pron2%obj bigilen@v%inf,u S ux S u Su S uSx
Troilus and Criseyde; Book I 717,"Thow wost thyself whom that I love, pardee",thou@pron%nom witen@v1%pr_2 thi-self@pron whom@pron%obj that@pron ich@pron%nom loven@v1%pr_1 parde@interj,u S uS u S u Sx uS
Troilus and Criseyde; Book I 718,"As I best can, gon sithen longe while.",as@conj ich@pron%nom best@adv%sup connen@v%pr_1 gon@v%ppl_abs sitthen@prep long@adj1 whil@n,u S u S u Su Su Sx
Troilus and Criseyde; Book I 719,And sith thou wost I do it for no gile,and@conj sitthe@conj thou@pron%nom witen@v1%pr_2 ich@pron%nom don@v1%pr_1 hit@pron for@prep no@gram_adj gile@n3,u S u S u S u S u Sx
Troilus and Criseyde; Book I 720,And sith I am he that thou tristest most,and@conj sitthe@conj ich@pron%nom ben@v%pr_1 he@pron1%nom that@pron thou@pron%nom trusten@v%pr_2 most@adv%sup,u S u S u S u Su S
Troilus and Criseyde; Book I 721,"Tel me sumwhat, sin al my wo thou wost.”",tellen@v%imp me@pron2%obj som-what@pron sin@conj al@gram_adj min@pron%gen wo@n thou@pron%nom witen@v1%pr_2,u S uS u S u S u S
Troilus and Criseyde; Book I 722,"Yet Troilus, for al this, no word seide",yet@adv troilus@n#propn for@prep al@gram_adj this@pron no@gram_adj word@n seien@v1%pt_3,u SuS u S u S u Sx
Troilus and Criseyde; Book I 723,But longe he lay as stille as he ded were;,but@conj longe@adv he@pron1%nom lien@v1%pt_3 as@conj stille@adv as@conj he@pron1%nom ded@adj ben@v%pt_3,u Sx u S u Sx u S u Sx
Troilus and Criseyde; Book I 724,And after this with sikinge he abreide,and@conj after@prep this@pron with@prep sikinge@ger he@pron1%nom abreiden@v1%pt_3,u Su S u Sux S uSx
Troilus and Criseyde; Book I 725,And to Pandarus vois he lente his ere,and@conj to@prep pandare@n#propn voice@n he@pron1%nom lenen@v1%pt_3 his@pron1%gen ere@n1,u S uSu S u Sx u Sx
Troilus and Criseyde; Book I 726,"And up his eyen caste he, that in fere",and@conj up@adv his@pron1%gen eie@n1%pl casten@v%pt_3 he@pron1%nom that@pron in@prep fer@n1,u S u Su Sx u S u Sx
Troilus and Criseyde; Book I 727,"Was Pandarus, lest that in frenesie",ben@v%pt_3 pandare@n#propn leste@conj that@part in@prep frenesie@n,u SuS u S u SuS
Troilus and Criseyde; Book I 728,"He sholde falle, or elles sone die:",he@pron1%nom shulen@v1%pt_3 fallen@v%inf or@conj elles@adv sone@adv dien@v%inf,u Su Sx u Su Su S
Troilus and Criseyde; Book I 729,And cride “Awake” ful wonderly and sharpe;,and@conj crien@v%pt_3 awaken@v%imp ful@adv wonderli@adv and@conj sharpe@adv,u Sx uSx u SuS u Sx
Troilus and Criseyde; Book I 730,“What? slombrestow as in a litargie?,what@interj slomberen@v%pr_2_pron as@conj in@prep a@indef_art litargie@n,u SuS u S u SuS
Troilus and Criseyde; Book I 731,Or artow lik an asse to the harpe,or@conj ben@v%pr_2_pron like@prep a@indef_art asse@n to@prep the@def_art harpe@n,u Su S u Su S u Sx
Troilus and Criseyde; Book I 732,"That hereth soun, whan men the strenges plie",that@pron heren@v%pr_3 soun@n whan@adv&conj man@n%pl the@def_art streng@n%pl plien@v2%pr_pl,u Su S u S u Su S
Troilus and Criseyde; Book I 733,But in his minde of that no melodie,but@conj in@prep his@pron1%gen minde@n1 of@prep that@pron no@gram_adj melodie@n,u S u Sx u S u SuS
Troilus and Criseyde; Book I 734,"May sinken, him to glade, for that he",mouen@v3%pr_3 sinken@v%inf him@pron%obj to@part gladen@v%inf for@conj that@part he@pron1%nom,u Su S u Su S u S
Troilus and Criseyde; Book I 735,So dul is of his bestialitee?”,so@adv dul@adj ben@v%pr_3 of@prep his@pron1%gen bestialite@n,u S u S u SuSuS
Troilus and Criseyde; Book I 736,And with that Pandare of his wordes stente;,and@conj with@prep that@pron pandare@n#propn of@prep his@pron1%gen word@n%pl stinten@v%pt_3,u S u Sux S u Su Sx
Troilus and Criseyde; Book I 737,But Troilus yet him no word answerde,but@conj troilus@n#propn yet@adv him@pron%obj no@gram_adj word@n answeren@v%pt_3,u SuS u S u S uSx
Troilus and Criseyde; Book I 738,Forwhy to telle nas not his entente,for-whi@conj to@part tellen@v%inf ben@v%pt_3_neg not@adv his@pron1%gen entente@n,uS u Su S u S uSx
Troilus and Criseyde; Book I 739,"To never no man, for whom that he so ferde.",to@prep never@adv no@gram_adj man@n for@prep whom@pron%obj that@pron he@pron1%nom so@adv faren@v%pt_3,u S u S u S u S u Sx
Troilus and Criseyde; Book I 740,"For it is seid, “Man maketh ofte a yerde",for@conj hit@pron ben@v%pr_3 seien@v1%ppl man@n%pl maken@v1%pr_3 ofte@adv a@indef_art yerde@n,u S u S u Sx ux S uSx
Troilus and Criseyde; Book I 741,With which the maker is himself ybeten,with@prep which@pron the@def_art makere@n ben@v%pr_3 him-self@pron beten@v1%ppl,u S u Su S uS uSu
Troilus and Criseyde; Book I 742,"In sondry maner,” as thise wise treten",in@prep sondri@adj manere@n as@conj these@gram_adj%pl wise@adj#n%pl treten@v%pr_pl,u Su Su S ux Sx uS
Troilus and Criseyde; Book I 743,"And namely, in his counseil tellinge",and@conj nameli@adv in@prep his@pron1%gen counseil@n tellen@v%prp,u SuS u S uS uSx
Troilus and Criseyde; Book I 744,That toucheth love that oughte be secree;,that@pron touchen@v%pr_3 love@n1 that@pron ouen@v%pt_3 ben@v%inf secre@adj,u Su Sx u Su S uS
Troilus and Criseyde; Book I 745,For of himself it wolde ynough outspringe,for@conj of@prep him-self@pron hit@pron willen@v%pt_3 inough@adv springen@v%inf,u S uS u Sx uS uSx
Troilus and Criseyde; Book I 746,But if that it the bet governed be.,but@conj if@conj that@part hit@pron the@adv bet@adv%comp governen@v%ppl ben@v%pr_3,u S u S u S uSu S
Troilus and Criseyde; Book I 747,Eek somtime it is craft to seme flee,ek@adv som-time@adv hit@pron ben@v%pr_3 craft@n1 to@part semen@v2%inf flen@v1%inf,u Sux S u S u Su S
Troilus and Criseyde; Book I 748,Fro thing which in effect men hunte faste;,from@prep thing@n which@pron in@prep effect@n man@n%pl hunten@v%pr_pl faste@adv,u S u S uS u Su Sx
Troilus and Criseyde; Book I 749,Al this gan Troilus in his herte caste.,al@gram_adj this@pron ginnen@v%pt_3 troilus@n#propn in@prep his@pron1%gen herte@n casten@v%inf,u S u SuS u S ux Sx
Troilus and Criseyde; Book I 750,"But nathelees, whan he had herd him crie",but@conj no-the-lesse@adv whan@adv&conj he@pron1%nom haven@v%pt_3 heren@v%ppl him@pron%obj crien@v%inf,u SuS u S u S u S
Troilus and Criseyde; Book I 751,“Awake!” he gan to sike wonder sore,awaken@v%imp he@pron1%nom ginnen@v%pt_3 to@part siken@v2%inf wonder@adv sore@adv,uSx u S u Su Su Sx
Troilus and Criseyde; Book I 752,"And seide, “Freend, though that I stille lie",and@conj seien@v1%pt_3 frend@n though@conj that@part ich@pron%nom stille@adv lien@v1%inf,u Su S u S u Su S
Troilus and Criseyde; Book I 753,"I am not deef; now pees, and cry no more;",ich@pron%nom ben@v%pr_1 not@adv def@adj nou@adv pes@interj and@conj crien@v%imp no@gram_adj more@adv%comp,u S u S u S u S u Sx
Troilus and Criseyde; Book I 754,For I have herd thy wordes and thy lore;,for@conj ich@pron%nom haven@v%pr_1 heren@v%ppl thin@pron%gen word@n%pl and@conj thin@pron%gen lore@n2,u S ux S u Su S u Sx
Troilus and Criseyde; Book I 755,But suffre me my mischef to biwaile,but@conj sufferen@v%imp me@pron2%obj min@pron%gen mischef@n to@part biwailen@v%inf,u Su S u Su S uSx
Troilus and Criseyde; Book I 756,For thy proverbes may me nought availe.,for@conj thin@pron%gen proverbe@n%pl mouen@v3%pr_pl me@pron2%obj nought@pron availen@v%inf,u S uSu S u S uSx
Troilus and Criseyde; Book I 757,“Nor other cure canstow noon for me.,nor@conj other@gram_adj cure@n1 connen@v%pr_2_pron non@gram_adj for@prep me@pron2%obj,u Su Su Su S u S
Troilus and Criseyde; Book I 758,"Eek I nil not be cured, I wol deie;",ek@adv ich@pron%nom willen@v%pr_1_neg not@adv ben@v%inf curen@v2%ppl ich@pron%nom willen@v%pr_1 dien@v%inf,u S u S u Su S u S
Troilus and Criseyde; Book I 759,What knowe I of the quene Niobe?,what@pron knouen@v%pr_1 ich@pron%nom of@prep the@def_art quene@n2 niobe@n#propn,      
Troilus and Criseyde; Book I 760,"Lat be thine olde ensaumples, I thee preye.”",leten@v%imp ben@v%inf thin@pron%gen olde@adj ensaumple@n%pl ich@pron%nom the@pron2%obj preien@v1%pr_1,u S ux Sx uSu S u S
Troilus and Criseyde; Book I 761,"“No,” quod tho Pandarus, “therfore I seye",no@interj quethen@v%pt_3 tho@adv pandare@n#propn ther-fore@adv ich@pron%nom seien@v1%pr_1,u S u SuS uSx u S
Troilus and Criseyde; Book I 762,Swich is delit of foles to biwepe,swich@gram_adj ben@v%pr_3 delite@n1 of@prep fol@n%pl to@part biwepen@v%inf,u S uS u Su S uSx
Troilus and Criseyde; Book I 763,"Hir wo, but seken bote they ne kepe.",here@pron%pl_gen wo@n but@conj sechen@v%inf bote@n1 thei@pron%pl_nom ne@adv kepen@v%pr_pl,u S u Su Su S u Sx
Troilus and Criseyde; Book I 764,“Now knowe I that ther reson in thee faileth.,nou@adv knouen@v%pr_1 ich@pron%nom that@conj ther@adv resoun@n2 in@prep the@pron2%obj failen@v%pr_3,u Sx u S u Su S u Sx
Troilus and Criseyde; Book I 765,"But tel me, if I wiste what she were",but@conj tellen@v%imp me@pron2%obj if@conj ich@pron%nom witen@v1%pt_1 what@pron she@pron%nom ben@v%pt_3,u S u S u Su S u Sx
Troilus and Criseyde; Book I 766,For whom that thee al this misaunter aileth,for@prep whom@pron%obj that@pron the@pron2%obj al@gram_adj this@gram_adj misaventure@n eilen@v%pr_3,u S u S u S uSu Sx
Troilus and Criseyde; Book I 767,Dorstestow that I tolde hir in hir ere,durren@v%pt_2_pron that@conj ich@pron%nom tellen@v%pt_1 hire@pron2%fem_obj in@prep hire@pron1%fem_gen ere@n1,uSu S u Sx u S u Sx
Troilus and Criseyde; Book I 768,"Thy wo, sith thou darst not thyself for fere",thin@pron%gen wo@n sitthe@conj thou@pron%nom durren@v%pr_2 not@adv thi-self@pron for@prep fer@n1,u S u S u S uS u Sx
Troilus and Criseyde; Book I 769,And hir bisoughte on thee to han som routhe?”,and@conj hire@pron2%fem_obj bisechen@v%pt_3 on@prep the@pron2%obj to@part haven@v%inf som@gram_adj reuthe@n,u S uSx u S u S u Sx
Troilus and Criseyde; Book I 770,"“Why, nay,” quod he, “by God and by my trouthe!”",whi@interj nai@interj quethen@v%pt_3 he@pron1%nom bi@prep god@n1#propn and@conj bi@prep min@pron%gen treuth@n,u S u S u S u S u Sx
Troilus and Criseyde; Book I 771,"“What? not as bisily,” quod Pandarus",what@interj not@adv as@conj bisili@adv quethen@v%pt_3 pandare@n#propn,u S u SuS u SuS
Troilus and Criseyde; Book I 772,“As though myn owene lif lay on this nede?”,as@conj though@conj min@pron%gen ouen@adj lif@n lien@v1%pt_3 on@prep this@gram_adj nede@n1,u S u Sux S u S u Sx
Troilus and Criseyde; Book I 773,"“No, certes, brother,” quod this Troilus.",no@interj certes@adv brother@n quethen@v%pt_3 this@gram_adj troilus@n#propn,u Su Su S u SuS
Troilus and Criseyde; Book I 774,“And why?”—“For that thou sholdest never spede.”,and@conj whi@adv for@conj that@part thou@pron%nom shulen@v1%pt_2 never@adv speden@v%inf,u S u S u Su Su Sx
Troilus and Criseyde; Book I 775,"“Wostow that wel?”—“Ye, that is out of drede,”",witen@v1%pr_2_pron that@pron wel@adv ye@adv that@pron ben@v%pr_3 oute@adv#prep of@prep drede@n,uS u S u S u S u Sx
Troilus and Criseyde; Book I 776,"Quod Troilus, “for al that ever ye conne",quethen@v%pt_3 troilus@n#propn for@prep al@gram_adjas_n that@pron ever@adv ye@pron%pl_nom connen@v%pr_pl,u SuS u S u S u Sx
Troilus and Criseyde; Book I 777,She nil to noon swich wrecche as I be wonne.”,she@pron%nom willen@v%pr_3_neg to@prep non@gram_adj swich@gram_adj wrecche@n as@conj ich@pron%nom ben@v%inf winnen@v%ppl,u S u S u Sx u S u Sx
Troilus and Criseyde; Book I 778,"Quod Pandarus, “Allas! what may this be",quethen@v%pt_3 pandare@n#propn alas@interj what@pron mouen@v3%pr_3 this@pron ben@v%inf,u SuS uS u S u S
Troilus and Criseyde; Book I 779,That thou despeired art thus causelees?,that@conj thou@pron%nom despeiren@v%ppl ben@v%pr_2 thus@adv causeles@adv,u S uSu S u SuS
Troilus and Criseyde; Book I 780,What? liveth not thy lady? bendiste!,what@interj liven@v1%pr_3 not@adv thin@pron%gen ladie@n benedicite@interj,S uS u S uS uSx
Troilus and Criseyde; Book I 781,How wostow so that thou art gracelees?,hou@adv&conj witen@v1%pr_2_pron so@adv that@conj thou@pron%nom ben@v%pr_2 graceles@adj,u Su S u S u SuS
Troilus and Criseyde; Book I 782,Swich ivel is not alwey botelees.,swich@gram_adj ivel@n ben@v%pr_3 not@adv al-wei@adv boteles@adj1,u Su S u Su SuS
Troilus and Criseyde; Book I 783,"Why, put not impossible thus thy cure",whi@interj putten@v%imp not@adv impossible@adj thus@adv thin@pron%gen cure@n1,u S u SuSu S u Sx
Troilus and Criseyde; Book I 784,Sin thing to come is ofte in aventure.,sin@conj thing@n to@part comen@v%inf ben@v%pr_3 ofte@adv in@prep aventure@n,u S u Sx u Sx u SuSx
Troilus and Criseyde; Book I 785,“I graunte wel that thou endurest wo,ich@pron%nom graunten@v%pr_1 wel@adv that@conj thou@pron%nom enduren@v%pr_2 wo@n,u Su S u S uSu S
Troilus and Criseyde; Book I 786,"As sharp as doth he, Ticius, in helle",as@conj sharp@adj as@conj don@v1%pr_3 he@pron1_adj ticius@n#propn in@prep helle@n,u S u S u SuS u Sx
Troilus and Criseyde; Book I 787,Whos stomak foules tiren evermo,whos@pron%gen stomak@n foul@n%pl teren@v2%pr_pl ever-mor@adv,u Su Su Su SuS
Troilus and Criseyde; Book I 788,"That highte volturis, as bokes telle.",that@pron hoten@v1%pt_pl vulture@n%pl as@conj bok@n1%pl tellen@v%pr_pl,u Su SuS u Su Sx
Troilus and Criseyde; Book I 789,But I may not endure that thou dwelle,but@conj ich@pron%nom mouen@v3%pr_1 not@adv enduren@v%inf that@conj thou@pron%nom dwellen@v%pr_2,u S u S uSu S u Sx
Troilus and Criseyde; Book I 790,In so unskilful an opinioun,in@prep so@adv unskilful@adj a@indef_art opinioun@n,u S uSu S uSuS
Troilus and Criseyde; Book I 791,That of thy wo is no curacioun.,that@conj of@prep thin@pron%gen wo@n ben@v%pr_3 no@gram_adj curacioun@n,u S u S u S uSuS
Troilus and Criseyde; Book I 792,"“But ones niltow, for thy coward herte",but@conj ones@adv willen@v%pr_2_neg_pron for@prep thin@pron%gen couard@adj herte@n,u Su Su S u Su Sx
Troilus and Criseyde; Book I 793,And for thin ire and folish wilfulnesse,and@conj for@prep thin@pron%gen ire@n and@conj folish@adj wilfulnesse@n,u S u Sx u Su SuSx
Troilus and Criseyde; Book I 794,"For wantrust, tellen of thy sorwes smerte",for@prep wantrust@n tellen@v%inf of@prep thin@pron%gen sorwe@n%pl smert@adj,u Su Su S u Su Sx
Troilus and Criseyde; Book I 795,Ne to thin owne help do bisinesse,ne@conj1 to@prep thin@pron%gen ouen@adj help@n don@v1%inf bisinesse@n,u S u Su S u SuSx
