LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book III 984,Ne sholde of right non untrouthe in hir gesse,ne@adv shulen@v1%pt_3 of@prep right@n non@gram_adj untreuth@n in@prep hire@pron2%fem_obj gessen@v%inf,u Sx u S u Sux S u Sx
Troilus and Criseyde; Book III 985,"Yet nathelees, considered his distresse",yet@adv no-the-lesse@adv consideren@v%ppl_abs his@pron1%gen distresse@n,u SuS uSux S uSx
Troilus and Criseyde; Book III 986,And that love is in cause of swich folie,and@conj that@conj love@n1 ben@v%pr_3 in@prep cause@n of@prep swich@gram_adj folie@n,u S ux S u Sx u S uS
Troilus and Criseyde; Book III 987,Thus to him spak she of his jelousie:,thus@adv to@prep him@pron%obj speken@v%pt_3 she@pron%nom of@prep his@pron1%gen jelousie@n,u S u S u S u SuS
Troilus and Criseyde; Book III 988,"“Lo, herte min, as wold the excellence",lo@interj herte@n min@pron%gen as@conj willen@v%pt_3 the@def_art excellence@n,u Su S u S u SuSx
Troilus and Criseyde; Book III 989,"Of love, ayeins the which that no man may",of@prep love@n1 ayenes@prep the@def_art which@pron that@pron no@gram_adj man@n mouen@v3%pr_3 --@dash,u Sx uS u S u S u S
Troilus and Criseyde; Book III 990,Ne oughte eek goodly maken resistence,ne@adv ouen@v%pt_3 ek@adv --@dash maken@v1%inf maken@v1%inf,u Sx u Su Su SuSx
Troilus and Criseyde; Book III 991,And eek bicause I felte wel and say,and@conj ek@adv bicause@conj ich@pron%nom felen@v1%pt_1 wel@adv and@conj sen@v1%pt_1,u S uSx u Su S u S
Troilus and Criseyde; Book III 992,"Your grete trouthe, and servise every day",your@pron%pl_gen gret@adj treuth@n and@conj servise@n everi@pron_gram_adj dai@n,u Sx ux S uSx uSu S
Troilus and Criseyde; Book III 993,"And that your herte al min was, sooth to seyne",and@conj that@conj your@pron%pl_gen herte@n al@adv min@pron%gen ben@v%pt_3 soth@n to@part seien@v1%inf,u S u Sx u S u S u Sx
Troilus and Criseyde; Book III 994,This droof me for to rewe upon your peine.,this@pron driven@v%pt_3 me@pron2%obj for@prep#adv to@part reuen@v1%inf upon@prep your@pron%pl_gen peine@n,u S u S u Sx uS u Sx
Troilus and Criseyde; Book III 995,“And your goodnesse have I founde alwey yit,and@conj your@pron%pl_gen godnesse@n2 haven@v%pr_1 ich@pron%nom finden@v%ppl al-wei@adv yet@adv,u S uSx ux S ux Su S
Troilus and Criseyde; Book III 996,"Of whiche, my dere herte and al my knight",of@prep which@pron min@pron%gen dere@adj1 herte@n and@conj al@gram_adj min@pron%gen knight@n,u Sx u Su Sx u S u S
Troilus and Criseyde; Book III 997,"I thonke it yow, as fer as I have wit",ich@pron%nom thanken@v%pr_1 hit@pron you@pron%pl_obj as@conj fer@adv as@conj ich@pron%nom haven@v%pr_1 wit@n,u Sx u S u S u S ux S
Troilus and Criseyde; Book III 998,Al can I nought as muche as it were right;,al@conj connen@v%pr_1 ich@pron%nom nought@adv as@conj muche@n as@conj hit@pron ben@v%pt_3 right@adj,u S u S u Sx u S ux S
Troilus and Criseyde; Book III 999,"And I, emforth my conninge and my might",and@conj ich@pron%nom evenforth@prep min@pron%gen conninge@ger and@conj min@pron%gen might@n,u S uS u Sux S u S
Troilus and Criseyde; Book III 1000,"Have and ay shal, how sore that me smerte",haven@v%pr_1 and@conj ai@adv shulen@v1%pr_1 hou@adv&conj sore@adv that@conj me@pron2%obj smerten@v%pr_3,ux S u S u Su S u Sx
Troilus and Criseyde; Book III 1001,"Ben to yow trewe and hool, with al min herte;",ben@v%inf to@prep you@pron%pl_obj treu@adj and@conj hole@adj2 with@prep al@gram_adj min@pron%gen herte@n,u S u Sx u S u S u Sx
Troilus and Criseyde; Book III 1002,"“And dredelees, that shal be founde at preve.—",and@conj dredeles@adv that@pron shulen@v1%pr_3 ben@v%inf finden@v%ppl at@prep preve@n,u SuS u S u Sx u Sx
Troilus and Criseyde; Book III 1003,"But, herte min, what al this is to seyne",but@conj herte@n min@pron%gen what@pron al@gram_adj this@pron ben@v%pr_3 to@part seien@v1%inf,u Su S u S u S u Sx
Troilus and Criseyde; Book III 1004,"Shal wel be told, so that ye noght yow greve",shulen@v1%pr_3 wel@adv ben@v%inf tellen@v%ppl so@adv that@conj ye@pron%pl_nom nought@adv you@pron%pl_obj greven@v%pr_pl,u S u S u S u S u Sx
Troilus and Criseyde; Book III 1005,Though I to yow right on yourself compleine.,though@conj ich@pron%nom to@prep you@pron%pl_obj righte@adv on@prep yourself@pron compleinen@v%pr_1,u S u S u S uS uSx
Troilus and Criseyde; Book III 1006,For therwith mene I finally the peine,for@conj ther-with@adv menen@v1%pr_1 ich@pron%nom finalli@adv the@def_art peine@n,u Su Sx u SuS u Sx
Troilus and Criseyde; Book III 1007,That halt your herte and min in hevinesse,that@pron holden@v1%pr_3 your@pron%pl_gen herte@n and@conj min@pron%gen in@prep hevinesse@n,u S u Sx u S u SuSx
Troilus and Criseyde; Book III 1008,"Fully to sleen, and every wrong redresse.",fulli@adv to@part slen@v%inf and@conj everi@pron_gram_adj wrong@n2 redressen@v%inf,uS u S u Sxu S uSx
Troilus and Criseyde; Book III 1009,"“My goode min, not I forwhy ne how",min@pron%gen god@n2 min@pron%gen_abs witen@v1%pr_1_neg ich@pron%nom for-whi@conj ne@conj1 hou@adv&conj,u Su S u S uS u S
Troilus and Criseyde; Book III 1010,"That jalousie, allas! that wikked wivere",that@part jelousie@n alas@interj that@art&gram_adj wikked@adj wivere@n,u SuS uS u Su Sxx
Troilus and Criseyde; Book III 1011,Thus causelees is cropen into yow;,thus@adv causeles@adv ben@v%pr_3 crepen@v%ppl in-to@prep you@pron%pl_obj,u SuS u Su Su S
Troilus and Criseyde; Book III 1012,The harm of which I wolde fain delivere!,the@def_art harm@n of@prep which@pron ich@pron%nom willen@v%pt_1 fain@adv deliveren@v%inf,u S u S u Sx u SuSx
Troilus and Criseyde; Book III 1013,"Allas! that he, al hool, or of him slivere",alas@interj that@conj he@pron1%nom al@adv hole@adj2 or@conj of@prep him@pron%obj slivere@n,uS u S u S u S u Sxx
Troilus and Criseyde; Book III 1014,Shuld have his refut in so digne a place,shulen@v1%pt_3 haven@v%inf his@pron1%gen refute@n in@prep so@adv digne@adj a@indef_art place@n,u Sx u Su S u Sx u Sx
Troilus and Criseyde; Book III 1015,Ther Jove him sone out of your herte arace!,ther@adv jove@n#propn him@pron%obj sone@adv oute@adv#prep of@prep your@pron%pl_gen herte@n aracen@v%pr_3,u Sx u Sx u S u Sx uSx
Troilus and Criseyde; Book III 1016,"“But O, thou Jove, O auctor of nature",but@conj o@interj thou@pron%nom jove@n#propn o@interj auctour@n of@prep nature@n,u S u Sx u Su S uSx
Troilus and Criseyde; Book III 1017,Is this an honour to thy deitee,ben@v%pr_3 this@pron a@indef_art honour@n to@prep thin@pron%gen deite@n,S u S uS u S uS
Troilus and Criseyde; Book III 1018,That folk ungiltif suffren here injure,that@conj folk@n ungilti@adj sufferen@v%pr_pl here@pron%pl_gen injure@n,u S uSu Su Sx uSx
Troilus and Criseyde; Book III 1019,"And who that giltif is, al quit goth he?",and@conj who@pron%nom that@pron giltif@adj ben@v%pr_3 al@adv quite@adj gon@v%pr_3 he@pron1%nom,u S u Su S u S u S
Troilus and Criseyde; Book III 1020,O were it leful for to pleine on thee,o@interj ben@v%pt_3 hit@pron lefful@adj2 for@prep#adv to@part pleinen@v%inf on@prep the@pron2%obj,u Sx u Su S u Sx u S
Troilus and Criseyde; Book III 1021,That undeserved suffrest jalousie,that@pron undeserven@v#adj%ppl sufferen@v%pr_2 jelousie@n,u SuSu Su SuS
Troilus and Criseyde; Book III 1022,And that I wolde upon thee pleine and crie!,and@conj that@pron ich@pron%nom willen@v%pt_1 upon@prep the@def_art pleinen@v%inf and@conj crien@v%inf,u S u Sx uS u Sx u S
Troilus and Criseyde; Book III 1023,"“Eek al my wo is this, that folk now usen",ek@adv al@gram_adj min@pron%gen wo@n ben@v%pr_3 this@pron that@conj folk@n nou@adv usen@v%pr_pl,u S u S u S u S u Su
Troilus and Criseyde; Book III 1024,"To seyn right thus, ‘Ye, jalousie is love!’",to@part seien@v1%inf righte@adv thus@adv ye@adv jelousie@n ben@v%pr_3 love@n1,u S u S u SuS u Sx
Troilus and Criseyde; Book III 1025,And wolde a busshel venim al excusen,and@conj willen@v%pt_3 a@indef_art busshel@n1#adj venim@n al@gram_adjas_n excusen@v%inf,u Sx u Su Su S uSu
Troilus and Criseyde; Book III 1026,For that o grein of love is on it shove!,for@conj that@part o@num_adj grain@n of@prep love@n1 ben@v%pr_3 on@prep hit@pron shouven@v%ppl,u S u S u Sx u S u Sx
Troilus and Criseyde; Book III 1027,But that wot heighe God that sit above,but@conj that@pron witen@v1%pr_3 heigh@adj god@n1#propn that@pron sitten@v%pr_3 aboven@adv,u S u Su S u S uSx
Troilus and Criseyde; Book III 1028,"If it be liker love, or hate, or grame;",if@conj hit@pron ben@v%pr_3 lik@adj%comp love@n1 or@conj hate@n or@conj grame@n,u S u Su Sx u Sx u Sx
Troilus and Criseyde; Book III 1029,"And after that, it oughte bere his name.",and@conj after@prep that@pron hit@pron ouen@v%pt_3 beren@v1%inf his@pron1%gen name@n,u Su S u Su Sx u Sx
Troilus and Criseyde; Book III 1030,"“But certein is, som maner jalousie",but@conj certain@adj ben@v%pr_3 som@gram_adj manere@n#adj jelousie@n,u Su S u Su SuS
Troilus and Criseyde; Book III 1031,"Is excusable more than som, ywis.",ben@v%pr_3 excusable@adj more@adv%comp than@conj som@pron iwis@adv,u SuSu Sx u S uS
Troilus and Criseyde; Book III 1032,"As whan cause is, and som swich fantasie",as@conj whan@adv&conj cause@n ben@v%pr_3 and@conj som@gram_adj swich@gram_adj fantasie@n,u S ux S u S u SuS
Troilus and Criseyde; Book III 1033,With pietee so wel repressed is,with@prep piete@n so@adv wel@adv repressen@v%ppl ben@v%pr_3,S uS u S uSu S
Troilus and Criseyde; Book III 1034,That it unnethe dooth or seith amis,that@conj hit@pron unethe@adv don@v1%pr_3 or@conj seien@v1%pr_3 amis@adv,u S uSu S u S uS
Troilus and Criseyde; Book III 1035,But goodly drinketh up al his distresse;,but@conj godli@adv2 drinken@v%pr_3 up@adv al@gram_adj his@pron1%gen distresse@n --@dash,u Su Su S u S uSx
Troilus and Criseyde; Book III 1036,"And that excuse I, for the gentilesse.",and@conj that@pron excusen@v%pr_1 ich@pron%nom for@prep the@def_art gentilesse@n,u S uSx u S u SuSx
Troilus and Criseyde; Book III 1037,“And som so ful of furie is and despit,and@conj som@pron so@adv ful@adj of@prep furie@n ben@v%pr_3 and@conj despit@n,        
Troilus and Criseyde; Book III 1038,That it sourmounteth his repressioun;,that@conj hit@pron surmounten@v%pr_3 his@pron1%gen repressioun@n,u S uSu S uSuS
Troilus and Criseyde; Book III 1039,"But herte min, ye be not in that plit",but@conj herte@n min@pron%gen ye@pron%pl_nom ben@v%pr_pl not@adv in@prep that@art&gram_adj plight@n,u Su S u S u S u S
Troilus and Criseyde; Book III 1040,"That thanke I God, for which your passioun",that@pron thanken@v%pr_1 ich@pron%nom god@n1#propn for@prep which@pron your@pron%pl_gen passioun@n,u Sx u S u S u SuS
Troilus and Criseyde; Book III 1041,I wol not calle it but illusioun,ich@pron%nom willen@v%pr_1 not@adv callen@v%inf hit@pron but@conj illusioun@n,u S u Sx u S uSuS
Troilus and Criseyde; Book III 1042,Of habundaunce of love and bisy cure,of@prep aboundaunce@n of@prep love@n1 and@conj bisi@adj cure@n1,u SuSx u Sx u Su Sx
Troilus and Criseyde; Book III 1043,That dooth your herte this disese endure.,that@pron don@v1%pr_3 your@pron%pl_gen herte@n this@gram_adj disese@n enduren@v%inf,u S u Su S uSx uSx
Troilus and Criseyde; Book III 1044,"“Of which I am right sory, but not wrooth;",of@prep which@pron ich@pron%nom ben@v%pr_1 righte@adv sori@adj but@conj not@adv wroth@adj,u S u S u Su S u S
Troilus and Criseyde; Book III 1045,"But, for my devoir and your hertes reste",but@conj for@prep min@pron%gen dever@n and@conj your@pron%pl_gen herte@n%gen reste@n1,u S u Su S u Su Sx
Troilus and Criseyde; Book III 1046,"Wherso yow list, by ordal or by ooth",wher-so@adv you@pron%pl_obj listen@v1%pr_3 bi@prep ordal@n or@conj bi@prep oth@n,uS u S u Su S u S
Troilus and Criseyde; Book III 1047,"By sort, or in what wise so yow leste",bi@prep sort@n1 or@conj in@prep what@gram_adj wise@n2 so@adv you@pron%pl_obj listen@v1%pr_3,u S u S u Su S u Sx
Troilus and Criseyde; Book III 1048,"For love of God, lat preve it for the beste!",for@prep love@n1 of@prep god@n1#propn leten@v%imp preven@v%inf hit@pron for@prep the@def_art best@adjas_n%sup,u Sx u S u Sx u S u Sx
Troilus and Criseyde; Book III 1049,"And if that I be giltif, do me deie",and@conj if@conj that@part ich@pron%nom ben@v%pr_1 giltif@adj don@v1%imp me@pron2%obj dien@v%inf,u S u S u Su S u S
Troilus and Criseyde; Book III 1050,Allas! what mighte I more doon or seye?”,alas@interj what@pron mouen@v3%pt_1 ich@pron%nom more@n3 don@v1%inf or@conj seien@v1%inf,uS u Sx u Su S u S
Troilus and Criseyde; Book III 1051,With that a fewe brighte teres newe,with@prep that@pron a@indef_art feue@pron_gram_adj bright@adj tere@n%pl neue@adj,u S u Su Su Su Sx
Troilus and Criseyde; Book III 1052,"Out of hir eyen fille, and thus she seide",oute@adv#prep of@prep hire@pron1%fem_gen eie@n1%pl fallen@v%pt_pl and@conj thus@adv she@pron%nom seien@v1%pt_3,u S u Su Sx u S u Sx
Troilus and Criseyde; Book III 1053,"“Now God, thou wost, in thought ne dede untrewe",nou@adv god@n1#propn thou@pron%nom witen@v1%pr_2 in@prep thought@n ne@conj1 dede@n untreu@adj,u S u S u S u Sx uSx
Troilus and Criseyde; Book III 1054,To Troilus was never yet Criseyde.”,to@prep troilus@n#propn ben@v%pt_3 never@adv yet@adv criseyde@n#propn,u SuS u Su S uSx
Troilus and Criseyde; Book III 1055,With that hir heed doun in the bed she leide,with@prep that@pron hire@pron1%fem_gen hed@n1 doun@adv in@prep the@def_art bed@n1 she@pron%nom leien@v1%pt_3,u S u S u S u S u Sx
Troilus and Criseyde; Book III 1056,"And with the shete it wreigh, and sighed sore",and@conj with@prep the@def_art shete@n2 hit@pron wrien@v1%pt_3 and@conj sighen@v%pt_3 sore@adv,u S u Sx u S u Su Sx
Troilus and Criseyde; Book III 1057,And held hir pees; not o word spak she more.,and@conj holden@v1%pt_3 hire@pron1%fem_gen pes@n not@adv o@num_adj word@n speken@v%pt_3 she@pron%nom more@adv%comp,u S u S u S u S u Sx
Troilus and Criseyde; Book III 1058,But now help God to quenchen al this sorwe,but@conj nou@adv helpen@v%pr_3 god@n1#propn to@part quenchen@v%inf al@gram_adj this@gram_adj sorwe@n,u S u S u Su S u Sx
Troilus and Criseyde; Book III 1059,"So hope I that he shal, for he best may;",so@adv hopen@v1%pr_1 ich@pron%nom that@conj he@pron1%nom shulen@v1%pr_3 for@conj he@pron1%nom best@adv%sup mouen@v3%pr_3,u Sx u S u S u S u S
Troilus and Criseyde; Book III 1060,"For I have seyn, of a ful misty morwe",for@conj ich@pron%nom haven@v%pr_1 sen@v1%ppl of@prep a@indef_art ful@adv misti@adj1 morwe@n,u S ux S u S u Su Sx
Troilus and Criseyde; Book III 1061,Folwen ful ofte a mery someres day;,folwen@v%inf ful@adv ofte@adv a@indef_art mirie@adj somer@n1%gen dai@n,uS u Sx u Su Su S
Troilus and Criseyde; Book III 1062,And after winter folweth grene May.,and@conj after@prep winter@n folwen@v%pr_3 grene@adj mai@n2,u Su Su Su Su S
Troilus and Criseyde; Book III 1063,"Men seen alday, and reden eek in stories",man@n%pl sen@v1%pr_pl al_dai@adv and@conj reden@v1%pr_pl ek@adv in@prep storie@n1%pl,u S uS u xx S u SuS
Troilus and Criseyde; Book III 1064,That after sharpe shoures been victories.,that@conj after@prep sharp@adj shour@n%pl ben@v%pr_pl victorie@n%pl,u Su Sx ux S uSuS
Troilus and Criseyde; Book III 1065,"This Troilus, whan he hir wordes herde",this@gram_adj troilus@n#propn whan@adv&conj he@pron1%nom hire@pron1%fem_gen word@n%pl heren@v%pt_3,u SuS u S u Su Sx
Troilus and Criseyde; Book III 1066,"Have ye no care, him liste not to slepe;",haven@v%pr_pl ye@pron%pl_nom no@gram_adj care@n1 him@pron%obj listen@v1%pr_3 not@adv to@part slepen@v%inf,ux S u Sx u Su S u Sx
Troilus and Criseyde; Book III 1067,For it thoughte him no strokes of a yerde,for@conj hit@pron thinken@v1%pt_3 him@pron%obj no@gram_adj stroke@n%pl of@prep a@indef_art yerde@n,u S ux S u Sx u S uSx
Troilus and Criseyde; Book III 1068,To here or seen Criseyde his lady wepe;,to@part heren@v%inf or@conj sen@v1%inf criseyde@n#propn his@pron1%gen ladie@n wepen@v%inf,u Sx u S uSx u Su Sx
Troilus and Criseyde; Book III 1069,But wel he felte aboute his herte crepe,but@conj wel@adv he@pron1%nom felen@v1%pt_3 abouten@prep his@pron1%gen herte@n crepen@v%inf,u S u Sx uSx u Su Sx
Troilus and Criseyde; Book III 1070,For every teer which that Criseyde asterte,for@conj everi@pron_gram_adj tere@n which@pron that@pron criseyde@n#propn asterten@v%pt_3,u Sxu S u S uSx uSx
Troilus and Criseyde; Book III 1071,"The crampe of deeth, to streine him by the herte.",the@def_art crampe@n1 of@prep deth@n to@part streinen@v1%inf him@pron%obj bi@prep the@def_art herte@n,u Sx u S u Sx u S u Sx
Troilus and Criseyde; Book III 1072,And in his minde he gan the time acurse,and@conj in@prep his@pron1%gen minde@n1 he@pron1%nom ginnen@v%pt_3 the@def_art time@n acursen@v%inf,u S u Sx u S u Sx uSx
Troilus and Criseyde; Book III 1073,"That he cam there, and that that he was born;",that@pron he@pron1%nom comen@v%pt_3 ther@adv and@conj that@pron that@pron he@pron1%nom ben@v%pt_3 beren@v1%ppl,u S u Sx u S u S u S
Troilus and Criseyde; Book III 1074,For now is wikke yturned into worse,for@conj nou@adv ben@v%pr_3 wikke@adjas_n turnen@v%ppl in-to@prep werse@n,u S u Sx uSu Su Sx
Troilus and Criseyde; Book III 1075,And al that labour he hath doon biforn,and@conj al@gram_adj that@art&gram_adj labour@n he@pron1%nom haven@v%pr_3 don@v1%ppl biforen@adv,u S u Su S u S uS
Troilus and Criseyde; Book III 1076,"He wende it lost, he thoughte he nas but lorn.",he@pron1%nom wenen@v2%pt_3 hit@pron losen@v2%ppl he@pron1%nom thinken@v2%pt_3 he@pron1%nom ben@v%pt_3_neg but@conj lesen@v4%ppl,u Sx u S u Sx u S u S
Troilus and Criseyde; Book III 1077,"“O Pandarus,” thoughte he, “allas! thy wile",o@interj pandare@n#propn thinken@v2%pt_3 he@pron1%nom alas@interj thin@pron%gen wile@n,u SuS ux S uS u Sx
Troilus and Criseyde; Book III 1078,"Serveth of nought, so weilawey the while!”",serven@v1%pr_3 of@prep nought@pron so@adv weilawai@interj the@def_art whil@n,uS u S u SuS u Sx
Troilus and Criseyde; Book III 1079,And therwithal he heng adoun the heed,and@conj ther-withal@adv he@pron1%nom hongen@v%pt_3 adoun@adv the@def_art hed@n1,u SuS u S uS u S
Troilus and Criseyde; Book III 1080,"And fil on knees, and sorwfully he sighte;",and@conj fallen@v%pt_3 on@prep kne@n%pl and@conj sorwefulli@adv he@pron1%nom siken@v2%pt_3,u S u S u SuS u Sx
Troilus and Criseyde; Book III 1081,What mighte he seyn? he felte he nas but deed,what@pron mouen@v3%pt_3 he@pron1%nom seien@v1%inf he@pron1%nom felen@v1%pt_3 he@pron1%nom ben@v%pt_3_neg but@conj ded@adj,u Sx u S u Sx u S u S
Troilus and Criseyde; Book III 1082,For wrooth was she that shulde his sorwes lighte.,for@conj wroth@adj ben@v%pt_3 she@pron%nom that@pron shulen@v1%pt_3 his@pron1%gen sorwe@n%pl lighten@v2%inf,u S u S u Sx u Su Sx
Troilus and Criseyde; Book III 1083,"But nathelees, whan that he speken mighte",but@conj no-the-lesse@adv whan@adv&conj that@part he@pron1%nom speken@v%inf mouen@v3%pt_3,u SuS u S u Su Sx
Troilus and Criseyde; Book III 1084,"Than seide he thus, “God woot, that of this game",thanne@adv seien@v1%pt_3 he@pron1%nom thus@adv god@n1#propn witen@v1%pr_3 that@conj of@prep this@gram_adj game@n,u Sx u S u S u S u Sx
Troilus and Criseyde; Book III 1085,"Whan al is wist, than am I not to blame!”",whan@adv&conj al@gram_adjas_n ben@v%pr_3 witen@v1%ppl thanne@adv ben@v%pr_1 ich@pron%nom not@adv to@prep blamen@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book III 1086,Therwith the sorwe so his herte shette,ther-with@adv the@def_art sorwe@n so@adv his@pron1%gen herte@n shitten@v%pt_3,uS u Su S u Su Sx
