TYPE,headword,word,tag,oxford_count,riverside_count,oxford_files,riverside_files,oxford_contexts,riverside_contexts
BOTH,isen,ysee,v%imp,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,"Troilus and Criseyde; Book II 1253: And seide, “Nece, ysee who cometh here ride!",Troilus and Criseyde; Book II 1253: And seyde Nece ysee who comth here ride
BOTH,isen,yseyn,v%ppl,2,1,data/oxford_txts/TC5_oxford.txt; data/oxford_txts/MerT_oxford.txt,data/riverside_cats/MerT_riv.cat,"The Merchant's Tale 2404: As he that hath a day or two yseyn. | Troilus and Criseyde; Book V 448: On daunce, er tho, was never yseyn with yë.",The Merchant's Tale 2404: As he that hath a day or two yseyn
OXFORD,kepen,keep,v%inf,2,0,data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/CYT_oxford.txt,,"The Canon's Yeoman's Tale 1164: The hool with wex, to keep the lemaille in. | The Wife of Bath's Prologue 360: In feith, he shal nat keep me but me lest;°",
OXFORD,kepen,keep,v%pr_1,1,0,data/oxford_txts/ShipT_oxford.txt,,The Shipman's Tale 403: I keep nat of° hise toknes° nevere a deel;,
RIVERSIDE,kepen,keepe,v%imp,0,1,,data/riverside_cats/KnT_riv.cat,,The Knight's Tale 2302: As keepe me fro thy vengeaunce and thyn ire
OXFORD,kepen,kep,v%inf,1,0,data/oxford_txts/WBPro_oxford.txt,,"The Wife of Bath's Prologue 46: For sothe,° I wol nat kep me chast in al;",
BOTH,kepen,kepe,v%imp,2,3,data/oxford_txts/MancT_oxford.txt; data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/MancT_riv.cat,"The Manciple's Tale 362: Kepe wel thy tonge, and thenk upon the crowe. | The Man of Law's Tale 454: Me fro the feend, and fro his clawes kepe",The Manciple's Tale 362: Kepe wel thy tonge and thenk upon the crowe | The Man of Law's Tale 454: Me fro the feend and fro his clawes kepe | The Pardoner's Tale 562: Now kepe yow fro the white and fro the rede
BOTH,kepen,kepe,v%pr_3,2,4,data/oxford_txts/FranT_oxford.txt; data/oxford_txts/RvT_oxford.txt,data/riverside_cats/RvT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/FranT_riv.cat,"The Franklin's Tale 889: As kepe° my lord! this° my conclusioun; | The Reeve's Tale 4247: And, goode lemman, God thee save and kepe!”°",The Merchant's Tale 1640: For though he kepe hym fro the synnes sevene | The Franklin's Tale 889: As kepe my lord This my conclusion | The Reeve's Tale 4247: And goode lemman God thee save and kepe
BOTH,kepen,kepte,v%pt_pl,1,1,data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat,"The Man of Law's Tale 269: Fro freendes, that so tendrely hir kepte,°",The Man of Law's Tale 269: Fro freendes that so tendrely hire kepte
OXFORD,kissen,kiss,v%inf,2,0,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/MilT_oxford.txt,,"The Miller's Tale 3284: And seide, “I wol nat kiss thee, by my fey | The Pardoner's Tale 944: And thou shalt kiss the reliks everichon",
OXFORD,kissen,kiss,v%pr_pl,1,0,data/oxford_txts/PardT_oxford.txt,,The Pardoner's Tale 965: I prey yow that ye kiss the Pardoner.,
OXFORD,kissen,kisse,v%imp,1,0,data/oxford_txts/MilT_oxford.txt,,"The Miller's Tale 3716: Than kisse me, sin it may be no bet",
BOTH,kissen,kisse,v%pr_2,1,1,data/oxford_txts/MilT_oxford.txt,data/riverside_cats/MilT_riv.cat,"The Miller's Tale 3797: This wol I yeve° thee, if thou me kisse!”",The Miller's Tale 3797: This wol I yeve thee if thou me kisse
BOTH,kissen,kiste,v%pr_3,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,Troilus and Criseyde; Book II 250: And with that word hir uncle anoon hir kiste,Troilus and Criseyde; Book II 250: And with that word hire uncle anoon hire kiste
BOTH,kissen,kiste,v%pt_pl,1,1,data/oxford_txts/ShipT_oxford.txt,data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 141: Thus been they sworn, and heerupon° they kiste",The Shipman's Tale 141: Thus been they sworn and heerupon they kiste
RIVERSIDE,kissen,kysse,v%imp,0,1,,data/riverside_cats/MilT_riv.cat,,The Miller's Tale 3716: Thanne kysse me syn it may be no bet
BOTH,kithen,kithe,v%imp,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/FriT_riv.cat,House of Fame 528: Now kithe thin engine and might!°,The Friar's Tale 1609: Kithe youre almesse on me povre wrecche
BOTH,kithen,kithe,v%pr_3,1,1,data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat,"The Man of Law's Tale 636: For, but if° Crist open miracle kithe,°",The Man of Law's Tale 636: For but if Crist open myracle kithe
RIVERSIDE,kithen,kythe,v%imp,0,1,,data/riverside_cats/HF_riv.cat,,House of Fame 528: Now kythe thyn engyn and myght
BOTH,knelen,kneled,v%pt_pl,1,1,data/oxford_txts/LGW_FPro_oxford.txt,data/riverside_cats/LGW_FPro_riv.cat,"The Legend of Good Women; Prologue F 295: And kneled doun, as it were for the nones,°",The Legend of Good Women; Prologue F 295: And kneled doun as it were for the nones
BOTH,knitten,knette,v%inf,1,1,data/oxford_txts/PF_oxford.txt,data/riverside_cats/PF_riv.cat,Parliament of Fowls 438: For other bond can I noon on hir knette.°,Parliament of Fowls 438: For other bond can I non on hire knette
BOTH,knokken,knokke,v%imp,1,1,data/oxford_txts/MilT_oxford.txt,data/riverside_cats/MilT_riv.cat,"The Miller's Tale 3432: “Clepe° at his dore, or knokke with a stoon",The Miller's Tale 3432: Clepe at his dore or knokke with a stoon
BOTH,knouen,knewe,v%pt_1,1,2,data/oxford_txts/SqT_oxford.txt,data/riverside_cats/BD_riv.cat; data/riverside_cats/SqT_riv.cat,The Squire's Tale 466: If that I verraily° the cause knewe,The Squire's Tale 466: If that I verraily the cause knewe | Book of the Duchess 1161: Songes ne knewe the art al
BOTH,knouen,knewe,v%pt_3,4,5,data/oxford_txts/BD_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/LGW_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/BD_riv.cat,"100-ch 801: To trusten man, but° she the bet° him knewe! | Troilus and Criseyde; Book III 1696: Gan for to aproche, as they by signes knewe | The Knight's Tale 1648: As fer as everich of hem other knewe.",100-ch 801: To truste man but she the bet hym knewe | The Canon's Yeoman's Tale 1302: He semed freendly to hem that knewe hym noght | Troilus and Criseyde; Book III 1696: Gan for t aproche as they by sygnes knewe
OXFORD,knouen,know,v%inf,2,0,data/oxford_txts/SNT_oxford.txt; data/oxford_txts/FranT_oxford.txt,,"The Second Nun's Tale 238: To know the trouthe, as I do in this place.” | The Franklin's Tale 1362: Or know myselven fals, or lees my name",
OXFORD,knouen,know,v%ppl,1,0,data/oxford_txts/BD_oxford.txt,,Book of the Duchess 666: Ykoude and know° the jeupardies°,
OXFORD,knouen,know,v%pr_1,5,0,data/oxford_txts/MerPro_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/PF_oxford.txt,,"The Wife of Bath's Tale 1217: ¶“But nathelees, sin I know your delit | The Merchant's Prologue 1214: I know ynogh, on even° and amorwe,”° | The Wife of Bath's Prologue 320: I know yow for a trew° wif, dame Alis.”",
OXFORD,knouen,know,v%pr_pl,6,0,data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/FranT_oxford.txt,,"The Wife of Bath's Prologue 90: Ye know what this ensample may resemble.° | The Franklin's Tale 1049: Ye know wel, lord, that right° as hir desir | The Franklin's Tale 1113: And wel ye know that of a sursanure°",
BOTH,knouen,knowe,v%pr_3,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,"Troilus and Criseyde; Book II 860: Defamen love, as no thing of him knowe;",Troilus and Criseyde; Book II 860: Defamen Love as nothing of hym knowe
BOTH,laden,lade,v%inf,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,Troilus and Criseyde; Book II 1544: How men gan him with clothes for to lade,Troilus and Criseyde; Book II 1544: How men gan hym with clothes for to lade
BOTH,lakken,lakke,v%pr_3,1,1,data/oxford_txts/CYT_oxford.txt,data/riverside_cats/CYT_riv.cat,The Canon's Yeoman's Tale 1419: Look that your minde lakke noght his sight.,The Canon's Yeoman's Tale 1419: Looke that youre mynde lakke noght his sight
BOTH,lasten,laste,v%inf,11,11,data/oxford_txts/BD_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/PF_oxford.txt,data/riverside_cats/TC2_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/BD_riv.cat,"Troilus and Criseyde; Book II 873: And his in me, that it shal ever laste. | Troilus and Criseyde; Book IV 677: She wol ben his, whil that hir lif may laste. | The Knight's Tale 2557: No lenger shal the turneyinge° laste.",Troilus and Criseyde; Book II 873: And his in me that it shal evere laste | Troilus and Criseyde; Book IV 677: She wol ben his while that hire lif may laste | The Knight's Tale 2557: No lenger shal the turneiynge laste
BOTH,lasten,laste,v%pr_3,1,2,data/oxford_txts/FranT_oxford.txt,data/riverside_cats/FranT_riv.cat; data/riverside_cats/SqT_riv.cat,The Franklin's Tale 1070: And spring flood° laste bothe night and day.,The Squire's Tale 574: This laste lenger than a yeer or two | The Franklin's Tale 1070: And spryng flood laste bothe nyght and day
BOTH,lasten,laste,v%pt_pl,3,3,data/oxford_txts/BD_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/BD_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,"Book of the Duchess 177: And slepe whiles the dayes laste. | The Monk's Tale 2200: Ay dronken,° whil hir appetites laste,° | The Monk's Tale 2318: Ay whil that Odenakes dayes laste.",Book of the Duchess 177: And slepe whiles the dayes laste | The Monk's Tale 2200: Ay dronken whil hire appetites laste | The Monk's Tale 2318: Ay whil that Odenakes dayes laste
OXFORD,leden,ladde,v%pt_pl,1,0,data/oxford_txts/SNT_oxford.txt,,The Second Nun's Tale 392: Men ladde hem forth to doon the sacrifise.,
RIVERSIDE,leden,ledde,v%pt_pl,0,1,,data/riverside_cats/SNT_riv.cat,,The Second Nun's Tale 392: Men ledde hem forth to doon the sacrefise
BOTH,leden,lede,v%inf,21,22,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/SNT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SNT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat,100-ch 625: Shoop him° an ost° on° Antony to lede | 100-ch 1542: She sholde lede with this lusty knight!” | 100-ch 2021: And eek the gailer° may he with him lede,100-ch 625: Shop hym an ost on Antony to lede | 100-ch 1542: She shulde lede with this lusty knyght | 100-ch 2021: And ek the gayler may he with hym lede
BOTH,leden,lede,v%pr_1,2,2,data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat,Troilus and Criseyde; Book IV 1342: What woot my fader what lif that I lede? | Anelida and Arcite 302: And if I pleine° what life that I lede,Troilus and Criseyde; Book IV 1342: What woot my fader what lif that I lede | Anelida and Arcite 302: And yf I pleyne what lyf that I lede
BOTH,leden,lede,v%pr_3,1,1,data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat,The Man of Law's Tale 357: Thogh she a fontful° water with hir lede.”°,The Man of Law's Tale 357: Thogh she a fontful water with hire lede
BOTH,leden,lede,v%pr_pl,2,2,data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 318: In mirthe° al night a bisy lif they lede | The Man of Law's Tale 1158: Til deeth departed° hem, this lif they lede.",The Shipman's Tale 318: In myrthe al nyght a bisy lyf they lede | The Man of Law's Tale 1158: Til deeth departeth hem this lyf they lede
OXFORD,leien,leide,v%pt_pl,1,0,data/oxford_txts/LGW_oxford.txt,,"100-ch 2501: Your anker,° which ye in our haven leide,°",
RIVERSIDE,leien,ley,v%inf,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 1808: And ley hym in thy bed and loude crye
OXFORD,leien,ley,v%pr_1,1,0,data/oxford_txts/SumT_oxford.txt,,The Summoner's Tale 1828: And on him ley my leg outher° min arm,
RIVERSIDE,leien,leyde,v%pt_pl,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 2501: Youre anker which ye in oure haven leyde
BOTH,leien,leye,v%imp,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,"Troilus and Criseyde; Book II 1517: Sone after that, doun in thy bed thee leye",Troilus and Criseyde; Book II 1517: Sone after that down in thi bed the leye
BOTH,leien,leyn,v%pr_pl,1,1,data/oxford_txts/MancT_oxford.txt,data/riverside_cats/MancT_riv.cat,The Manciple's Tale 222: Men leyn that oon as lowe as lith that other.°,The Manciple's Tale 222: Men leyn that oon as lowe as lith that oother
RIVERSIDE,lenen,leene,v%imp,0,1,,data/riverside_cats/CYT_riv.cat,,The Canon's Yeoman's Tale 1026: Leene me a marc quod he but dayes three
RIVERSIDE,lenen,lene,v%imp,0,3,,data/riverside_cats/KnT_riv.cat; data/riverside_cats/ShipT_riv.cat,,The Shipman's Tale 186: Lene me this somme or ellis moot I deye | The Shipman's Tale 187: Daun John I seye lene me thise hundred frankes | The Knight's Tale 3082: Lene me youre hond for this is oure accord
RIVERSIDE,lenen,lene,v%pr_3,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 2083: And lene me nevere swich a cas befalle
OXFORD,lenen,lent,v%pt_pl,1,0,data/oxford_txts/ShipT_oxford.txt,,The Shipman's Tale 354: Lent me gold; and as I can and may,
RIVERSIDE,lenen,lente,v%pt_pl,0,1,,data/riverside_cats/ShipT_riv.cat,,The Shipman's Tale 354: Lente me gold and as I kan and may
BOTH,lepen,leep,v%pt_3,4,3,data/oxford_txts/RvT_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/LGW_oxford.txt,data/riverside_cats/RvT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/KnT_riv.cat,"100-ch 2709: And at the window leep° he fro the lofte° | The Merchant's Tale 2411: And with that word she leep° doun fro the tree. | The Knight's Tale 2687: And leep aside, and foundred° as he leep;°",The Merchant's Tale 2411: And with that word she leep doun fro the tree | The Knight's Tale 2687: And leep aside and foundred as he leep | The Reeve's Tale 4228: Withinne a while this John the clerk up leep
RIVERSIDE,lepen,lep,v%pt_3,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 2709: And at a wyndow lep he fro the lofte
OXFORD,lernen,lern,v%inf,1,0,data/oxford_txts/FranT_oxford.txt,,"The Franklin's Tale 778: Ye shul it lern, wherso° ye wole or noon.°",
BOTH,lernen,lerne,v%imp,1,1,data/oxford_txts/LGW_FPro_oxford.txt,data/riverside_cats/LGW_FPro_riv.cat,The Legend of Good Women; Prologue F 477: In right ne° wrong; and lerne that of° me!,The Legend of Good Women; Prologue F 477: In ryght ne wrong and lerne that at me
OXFORD,lesen,lees,v%inf,1,0,data/oxford_txts/FranT_oxford.txt,,"The Franklin's Tale 1362: Or know myselven fals, or lees my name",
BOTH,lesen,lorn,v%ppl,17,22,data/oxford_txts/RvT_oxford.txt; data/oxford_txts/MilT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/RvT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/MilT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/ShipT_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,"The Shipman's Tale 181: An hundred franks, or elles am I lorn.° | 100-ch 659: My worshipe° in this world thus have I lorn!° | The Squire's Tale 629: And I am lorn° withouten remedie!”",The Shipman's Tale 181: An hundred frankes or ellis I am lorn | 100-ch 659: My worshipe in this day thus have I lorn | The Squire's Tale 629: And I am lorn withouten remedie
BOTH,lesen,ylorn,v%ppl,1,1,data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat,Troilus and Criseyde; Book IV 1250: As they that hadden al hir blisse ylorn,Troilus and Criseyde; Book IV 1250: As they that hadden al hire blisse ylorn
RIVERSIDE,leten,lat,v%ppl,0,1,,data/riverside_cats/MerT_riv.cat,,The Merchant's Tale 1991: Which wolde han lat hym sterven in the place
RIVERSIDE,leten,lat,v%pr_1,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 628: To ship they wente and thus I lat hem sayle
OXFORD,leten,late,v%imp,2,0,data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC4_oxford.txt,,Troilus and Criseyde; Book III 693: And late hem slepe that abedde were. | Troilus and Criseyde; Book IV 171: He wolde late hem graunte what hem leste,
OXFORD,leten,late,v%inf,1,0,data/oxford_txts/TC5_oxford.txt,,"Troilus and Criseyde; Book V 351: “So sholdestow endure, and late slide",
RIVERSIDE,leten,late,v%pr_1,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 2382: And thus I late hem in here sorwe dwelle
RIVERSIDE,leten,late,v%pr_pl,0,1,,data/riverside_cats/TC2_riv.cat,,Troilus and Criseyde; Book II 323: But if ye late hym deyen I wol sterve
RIVERSIDE,leten,leete,v%pr_pl,0,1,,data/riverside_cats/CYT_riv.cat,,The Canon's Yeoman's Tale 1409: Ye that it use I rede ye it leete
OXFORD,leten,let,v%inf,1,0,data/oxford_txts/FriT_oxford.txt,,"The Friar's Tale 1362: And pile° the man, and let the wenche go.",
BOTH,leten,let,v%pr_1,2,1,data/oxford_txts/LGW_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat,"100-ch 628: To ship they wente, and thus I let hem saile. | 100-ch 2093: Or that I let yow as a page serve;",100-ch 2093: Or that I let yow as a page serve
