headword,word,tag,line_number,filename,context,text_type,source_file
willen,wol,v%pr_1,The Knight's Tale 1612,data/oxford_txts/KnT_oxford.txt,That here I wol be founden as° a knight,OXFORD,KnT_gui_complete.csv
leven,leve,v%imp,The Knight's Tale 1614,data/oxford_txts/KnT_oxford.txt,"And chees the beste, and leve the worste for me.",OXFORD,KnT_gui_complete.csv
moten,mot,v%pr_1,The Knight's Tale 1645,data/oxford_txts/KnT_oxford.txt,"For outher° I mot sleen° him at the gappe,°",OXFORD,KnT_gui_complete.csv
fighten,fighting,v%prp_abs,The Knight's Tale 1661,data/oxford_txts/KnT_oxford.txt,¶And in this wise I lete hem fighting dwelle;,OXFORD,KnT_gui_complete.csv
sen,seyn,v%ppl,The Knight's Tale 1665,data/oxford_txts/KnT_oxford.txt,"The purveiaunce,° that God hath seyn biforn,°",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_1,The Knight's Tale 1709,data/oxford_txts/KnT_oxford.txt,"That smiteth any strook, that I may seen!",OXFORD,KnT_gui_complete.csv
slen,slee,v%imp,The Knight's Tale 1721,data/oxford_txts/KnT_oxford.txt,"But slee me first, for seinte charitee;°",OXFORD,KnT_gui_complete.csv
slen,slee,v%imp,The Knight's Tale 1722,data/oxford_txts/KnT_oxford.txt,But slee my felawe eek° as wel as me.,OXFORD,KnT_gui_complete.csv
hoten,highte,v%pt_3,The Knight's Tale 1728,data/oxford_txts/KnT_oxford.txt,"And seide, that he highte Philostrate.",OXFORD,KnT_gui_complete.csv
shulen,shal,v%pr_1,The Knight's Tale 1732,data/oxford_txts/KnT_oxford.txt,For sith the day is come that I shal die,OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 1734,data/oxford_txts/KnT_oxford.txt,That I am thilke° woful Palamoun,OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 1736,data/oxford_txts/KnT_oxford.txt,"I am thy mortal fo, and it am I",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 1738,data/oxford_txts/KnT_oxford.txt,That I wol die present° in hir sighte.,OXFORD,KnT_gui_complete.csv
slen,slee,v%imp,The Knight's Tale 1740,data/oxford_txts/KnT_oxford.txt,But slee my felawe in the same wise,OXFORD,KnT_gui_complete.csv
haven,han,v%pr_pl,The Knight's Tale 1741,data/oxford_txts/KnT_oxford.txt,For bothe han we deserved to be slain.”,OXFORD,KnT_gui_complete.csv
shulen,shul,v%pr_pl,The Knight's Tale 1747,data/oxford_txts/KnT_oxford.txt,"Ye shul be deed, by mighty Mars the rede!”",OXFORD,KnT_gui_complete.csv
haven,have,v%imp,The Knight's Tale 1757,data/oxford_txts/KnT_oxford.txt,"“Have mercy, lord, upon us wommen alle!”",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 1768,data/oxford_txts/KnT_oxford.txt,"Wol helpe himself in love, if that he can",OXFORD,KnT_gui_complete.csv
haven,han,v%inf,The Knight's Tale 1793,data/oxford_txts/KnT_oxford.txt,And mighte han lived in Thebes royally,OXFORD,KnT_gui_complete.csv
sen,se,v%imp,The Knight's Tale 1801,data/oxford_txts/KnT_oxford.txt,Se how they blede! be they noght wel arraied?°,OXFORD,KnT_gui_complete.csv
haven,han,v%pr_pl,The Knight's Tale 1807,data/oxford_txts/KnT_oxford.txt,"That she, for whom they han this jolitee,°",OXFORD,KnT_gui_complete.csv
witen,woot,v%pr_1,The Knight's Tale 1816,data/oxford_txts/KnT_oxford.txt,"And woot how sore° it can a man distreine,°",OXFORD,KnT_gui_complete.csv
shulen,shul,v%pr_pl,The Knight's Tale 1821,data/oxford_txts/KnT_oxford.txt,And° ye shul bothe anon unto me swere,OXFORD,KnT_gui_complete.csv
shulen,shul,v%pr_pl,The Knight's Tale 1822,data/oxford_txts/KnT_oxford.txt,"That never mo ye shul my contree dere,°",OXFORD,KnT_gui_complete.csv
witen,woot,v%pr_pl,The Knight's Tale 1835,data/oxford_txts/KnT_oxford.txt,"Ye woot yourself, she may not wedden two",OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 1839,data/oxford_txts/KnT_oxford.txt,"This is to seyn, she may nat now han bothe",OXFORD,KnT_gui_complete.csv
haven,han,v%inf,The Knight's Tale 1839,data/oxford_txts/KnT_oxford.txt,"This is to seyn, she may nat now han bothe",OXFORD,KnT_gui_complete.csv
shulen,shal,v%pr_1,The Knight's Tale 1844,data/oxford_txts/KnT_oxford.txt,"Lo, heer your ende of that I shal devise.",OXFORD,KnT_gui_complete.csv
gon,gon,v%inf,The Knight's Tale 1848,data/oxford_txts/KnT_oxford.txt,That everich of yow shal gon wher him leste°,OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 1857,data/oxford_txts/KnT_oxford.txt,"This is to seyn, that whether he or thou",OXFORD,KnT_gui_complete.csv
shulen,shul,v%pr_pl,The Knight's Tale 1865,data/oxford_txts/KnT_oxford.txt,Ye shul non other ende° with me maken,OXFORD,KnT_gui_complete.csv
durren,dar,v%pr_1,The Knight's Tale 1886,data/oxford_txts/KnT_oxford.txt,I dar wel seyn that in this world ther nas.,OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 1886,data/oxford_txts/KnT_oxford.txt,I dar wel seyn that in this world ther nas.,OXFORD,KnT_gui_complete.csv
connen,can,v%pr_1,The Knight's Tale 1935,data/oxford_txts/KnT_oxford.txt,And mo than I can make of mencioun.,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 1947,data/oxford_txts/KnT_oxford.txt,Thus may ye seen that wisdom ne richesse,OXFORD,KnT_gui_complete.csv
tellen,tell,v%inf,The Knight's Tale 1967,data/oxford_txts/KnT_oxford.txt,¶Why sholde I noght as wel eek tell yow al,OXFORD,KnT_gui_complete.csv
hoten,highte,v%pt_3,The Knight's Tale 1972,data/oxford_txts/KnT_oxford.txt,That highte° the grete temple of Mars in Trace,OXFORD,KnT_gui_complete.csv
brennen,brenning,v%prp_abs,The Knight's Tale 2000,data/oxford_txts/KnT_oxford.txt,The shepne° brenning° with the blake smoke;,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_1,The Knight's Tale 2040,data/oxford_txts/KnT_oxford.txt,"I may not rekne hem alle, thogh I wolde.°",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2052,data/oxford_txts/KnT_oxford.txt,As shortly as I can I wol me haste,OXFORD,KnT_gui_complete.csv
connen,can,v%pr_1,The Knight's Tale 2060,data/oxford_txts/KnT_oxford.txt,"Thus was it peint, I can say yow no ferre;°",OXFORD,KnT_gui_complete.csv
seien,say,v%inf,The Knight's Tale 2060,data/oxford_txts/KnT_oxford.txt,"Thus was it peint, I can say yow no ferre;°",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 2061,data/oxford_txts/KnT_oxford.txt,"Hir sone is eek a sterre, as men may see.",OXFORD,KnT_gui_complete.csv
hoten,highte,v%pt_3,The Knight's Tale 2064,data/oxford_txts/KnT_oxford.txt,"But Penneus doughter, which that highte° Dane.",OXFORD,KnT_gui_complete.csv
comen,coming,v%prp_abs,The Knight's Tale 2128,data/oxford_txts/KnT_oxford.txt,¶Ther maistow seen coming with Palamoun,OXFORD,KnT_gui_complete.csv
riden,riding,v%prp_abs,The Knight's Tale 2159,data/oxford_txts/KnT_oxford.txt,"Cam riding lik the god of armes, Mars.",OXFORD,KnT_gui_complete.csv
don,doon,v%inf,The Knight's Tale 2194,data/oxford_txts/KnT_oxford.txt,"To esen° hem, and doon hem al honour",OXFORD,KnT_gui_complete.csv
shulen,shul,v%pr_pl,The Knight's Tale 2220,data/oxford_txts/KnT_oxford.txt,"And herte soor, he seide as ye shul here.",OXFORD,KnT_gui_complete.csv
haven,have,v%imp,The Knight's Tale 2225,data/oxford_txts/KnT_oxford.txt,"Have pitee of my bittre teres smerte,°",OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 2230,data/oxford_txts/KnT_oxford.txt,"I am so confus, that I can noght seye.",OXFORD,KnT_gui_complete.csv
connen,can,v%pr_1,The Knight's Tale 2230,data/oxford_txts/KnT_oxford.txt,"I am so confus, that I can noght seye.",OXFORD,KnT_gui_complete.csv
shulen,shal,v%pr_1,The Knight's Tale 2234,data/oxford_txts/KnT_oxford.txt,As wisly° as I shal for evermore,OXFORD,KnT_gui_complete.csv
shulen,shal,v%pr_1,The Knight's Tale 2250,data/oxford_txts/KnT_oxford.txt,"That, if yow list,° I shal wel have my love",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2253,data/oxford_txts/KnT_oxford.txt,"I wol don sacrifice, and fires bete.°",OXFORD,KnT_gui_complete.csv
don,don,v%inf,The Knight's Tale 2253,data/oxford_txts/KnT_oxford.txt,"I wol don sacrifice, and fires bete.°",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_pl,The Knight's Tale 2254,data/oxford_txts/KnT_oxford.txt,"And if ye wol nat so, my lady swete",OXFORD,KnT_gui_complete.csv
durren,dar,v%pr_1,The Knight's Tale 2284,data/oxford_txts/KnT_oxford.txt,But how she dide hir rite I dar nat telle,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 2293,data/oxford_txts/KnT_oxford.txt,"And dide hir thinges, as men may biholde",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 2296,data/oxford_txts/KnT_oxford.txt,"Unto Diane she spak, as ye may here.",OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 2307,data/oxford_txts/KnT_oxford.txt,"I am, thou woost, yet of thy companie",OXFORD,KnT_gui_complete.csv
senden,sende,v%imp,The Knight's Tale 2317,data/oxford_txts/KnT_oxford.txt,As sende love and pees bitwixe hem two;,OXFORD,KnT_gui_complete.csv
shulen,shal,v%pr_1,The Knight's Tale 2324,data/oxford_txts/KnT_oxford.txt,That I shal nedes have° oon of hem two,OXFORD,KnT_gui_complete.csv
senden,sende,v%imp,The Knight's Tale 2325,data/oxford_txts/KnT_oxford.txt,As sende me him that most desireth me.,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2330,data/oxford_txts/KnT_oxford.txt,"And whil I live a maide, I wol thee serve.”",OXFORD,KnT_gui_complete.csv
don,doon,v%pr_pl,The Knight's Tale 2338,data/oxford_txts/KnT_oxford.txt,"As doon thise wete brondes° in hir brenninge,°",OXFORD,KnT_gui_complete.csv
haven,han,v%pr_pl,The Knight's Tale 2352,data/oxford_txts/KnT_oxford.txt,That han for thee so muchel° care and wo;,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_1,The Knight's Tale 2353,data/oxford_txts/KnT_oxford.txt,But unto which of hem I may nat telle.,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_1,The Knight's Tale 2354,data/oxford_txts/KnT_oxford.txt,Farwel for I ne may no lenger dwelle.,OXFORD,KnT_gui_complete.csv
shulen,shul,v%pr_pl,The Knight's Tale 2356,data/oxford_txts/KnT_oxford.txt,"Shul thee declaren, er that thou go henne,°",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_1,The Knight's Tale 2381,data/oxford_txts/KnT_oxford.txt,"Thy godhede, that I may been oon of thine",OXFORD,KnT_gui_complete.csv
lien,ligging,v%prp_abs,The Knight's Tale 2390,data/oxford_txts/KnT_oxford.txt,"And fond thee ligging° by his wif, allas!",OXFORD,KnT_gui_complete.csv
haven,have,v%imp,The Knight's Tale 2392,data/oxford_txts/KnT_oxford.txt,Have routhe as wel upon my peines smerte.,OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 2393,data/oxford_txts/KnT_oxford.txt,"I am yong and unkonning,° as thou wost",OXFORD,KnT_gui_complete.csv
moten,moot,v%pr_1,The Knight's Tale 2399,data/oxford_txts/KnT_oxford.txt,I moot° with strengthe winne hir in the place;°,OXFORD,KnT_gui_complete.csv
witen,woot,v%pr_1,The Knight's Tale 2400,data/oxford_txts/KnT_oxford.txt,"And wel I woot,° withouten help or grace",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2410,data/oxford_txts/KnT_oxford.txt,"And in thy temple I wol my baner° honge,°",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2413,data/oxford_txts/KnT_oxford.txt,Eterne fir I wol biforn thee finde.°,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2414,data/oxford_txts/KnT_oxford.txt,And eek to this avow° I wol me binde:,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2417,data/oxford_txts/KnT_oxford.txt,"Of rasour nor of shere,° I wol thee yive",OXFORD,KnT_gui_complete.csv
haven,have,v%imp,The Knight's Tale 2419,data/oxford_txts/KnT_oxford.txt,"Now lord, have routhe upon my sorwes sore",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 2449,data/oxford_txts/KnT_oxford.txt,"Men may the olde atrenne,° and noght atrede.°",OXFORD,KnT_gui_complete.csv
don,do,v%pr_1,The Knight's Tale 2461,data/oxford_txts/KnT_oxford.txt,I do° vengeance and plein correccioun°,OXFORD,KnT_gui_complete.csv
shaken,shaking,v%prp_abs,The Knight's Tale 2466,data/oxford_txts/KnT_oxford.txt,I slow° Sampsoun in shaking the piler;,OXFORD,KnT_gui_complete.csv
shulen,shal,v%pr_1,The Knight's Tale 2470,data/oxford_txts/KnT_oxford.txt,"Now weep namore, I shal doon diligence",OXFORD,KnT_gui_complete.csv
don,doon,v%inf,The Knight's Tale 2470,data/oxford_txts/KnT_oxford.txt,"Now weep namore, I shal doon diligence",OXFORD,KnT_gui_complete.csv
ben,am,v%pr_1,The Knight's Tale 2477,data/oxford_txts/KnT_oxford.txt,I am thin aiel° redy at thy wille;,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2478,data/oxford_txts/KnT_oxford.txt,"Weep thou namore, I wol thy lust° fulfille.”",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 2510,data/oxford_txts/KnT_oxford.txt,"With shorte staves, thikke as they may goon;",OXFORD,KnT_gui_complete.csv
don,doon,v%inf,The Knight's Tale 2531,data/oxford_txts/KnT_oxford.txt,"Him for to seen, and doon heigh reverence",OXFORD,KnT_gui_complete.csv
shulen,shul,v%pr_pl,The Knight's Tale 2541,data/oxford_txts/KnT_oxford.txt,"Wherfore, to shapen that they shul not die",OXFORD,KnT_gui_complete.csv
slen,slain,v%ppl,The Knight's Tale 2552,data/oxford_txts/KnT_oxford.txt,"And noght slain, but be broght unto the stake",OXFORD,KnT_gui_complete.csv
gon,goon,v%pr_pl,The Knight's Tale 2565,data/oxford_txts/KnT_oxford.txt,Up goon the trompes and the melodie.,OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 2601,data/oxford_txts/KnT_oxford.txt,"¶Ther is namore to seyn, but west and est",OXFORD,KnT_gui_complete.csv
gon,goon,v%pr_pl,The Knight's Tale 2602,data/oxford_txts/KnT_oxford.txt,In goon the speres ful sadly° in arest;°,OXFORD,KnT_gui_complete.csv
gon,goon,v%pr_pl,The Knight's Tale 2608,data/oxford_txts/KnT_oxford.txt,Out goon the swerdes as the silver brighte.,OXFORD,KnT_gui_complete.csv
haven,han,v%pr_pl,The Knight's Tale 2623,data/oxford_txts/KnT_oxford.txt,¶Ful ofte aday° han thise Thebanes two,OXFORD,KnT_gui_complete.csv
sen,seyn,v%ppl,The Knight's Tale 2654,data/oxford_txts/KnT_oxford.txt,And whan that Theseus had seyn this sighte,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2657,data/oxford_txts/KnT_oxford.txt,"I wol be trewe juge, and no partie.°",OXFORD,KnT_gui_complete.csv
haven,have,v%imp,The Knight's Tale 2740,data/oxford_txts/KnT_oxford.txt,"Ther was namore, but “far wel have good day!”",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2741,data/oxford_txts/KnT_oxford.txt,"Of this bataille I wol namore endite,°",OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 2789,data/oxford_txts/KnT_oxford.txt,"That is to seyn, trouthe,° honour, and knighthead",OXFORD,KnT_gui_complete.csv
shulen,shul,v%pr_pl,The Knight's Tale 2796,data/oxford_txts/KnT_oxford.txt,And if that ever ye shul been a wif,OXFORD,KnT_gui_complete.csv
connen,can,v%pr_1,The Knight's Tale 2810,data/oxford_txts/KnT_oxford.txt,"As I cam never, I can nat tellen wher.",OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 2917,data/oxford_txts/KnT_oxford.txt,"This is to seyn, the bowes° were so brode.",OXFORD,KnT_gui_complete.csv
hongen,hanging,v%prp_abs,The Knight's Tale 2937,data/oxford_txts/KnT_oxford.txt,And gerlandes hanging with ful many a flour,OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_1,The Knight's Tale 2963,data/oxford_txts/KnT_oxford.txt,I wol nat tellen eek how that they goon,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 2993,data/oxford_txts/KnT_oxford.txt,"In certein boundes, that they may nat flee;°",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 2998,data/oxford_txts/KnT_oxford.txt,"Over the whiche day they may nat pace,°",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 3003,data/oxford_txts/KnT_oxford.txt,Than may men by this ordre wel discerne,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 3005,data/oxford_txts/KnT_oxford.txt,"Wel may men knowe, but it be° a fool",OXFORD,KnT_gui_complete.csv
descenden,descending,v%prp_abs,The Knight's Tale 3010,data/oxford_txts/KnT_oxford.txt,"Descending so, til it be corrumpable.°",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 3019,data/oxford_txts/KnT_oxford.txt,"And hath so long a lif, as we may see",OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 3026,data/oxford_txts/KnT_oxford.txt,Than may ye see that al this thing hath ende.,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 3032,data/oxford_txts/KnT_oxford.txt,"Som in the large feeld,° as men may se;",OXFORD,KnT_gui_complete.csv
seien,seyn,v%inf,The Knight's Tale 3034,data/oxford_txts/KnT_oxford.txt,Thanne may I seyn that al this thing moot° deie.,OXFORD,KnT_gui_complete.csv
mouen,may,v%pr_pl,The Knight's Tale 3043,data/oxford_txts/KnT_oxford.txt,"And take it wel that we may nat eschue,°",OXFORD,KnT_gui_complete.csv
willen,wol,v%pr_pl,The Knight's Tale 3074,data/oxford_txts/KnT_oxford.txt,Ther wol we first amenden and biginne.,OXFORD,KnT_gui_complete.csv
hoten,highte,v%pt_3,The Knight's Tale 3095,data/oxford_txts/KnT_oxford.txt,That highte° matrimoine or mariage,OXFORD,KnT_gui_complete.csv
witen,woot,v%pr_pl,Prologue to the Manciple's Tale 1,data/oxford_txts/MancPro_oxford.txt,¶Woot ye nat° wher ther stant° a litel toun,OXFORD,MancPro_gui_complete.csv
sen,see,v%imp,Prologue to the Manciple's Tale 9,data/oxford_txts/MancPro_oxford.txt,"See how he nappeth! see, for cokkes bones,°",OXFORD,MancPro_gui_complete.csv
sen,see,v%imp,Prologue to the Manciple's Tale 9,data/oxford_txts/MancPro_oxford.txt,"See how he nappeth! see, for cokkes bones,°",OXFORD,MancPro_gui_complete.csv
awaken,awake,v%imp,Prologue to the Manciple's Tale 15,data/oxford_txts/MancPro_oxford.txt,"Awake, thou Cook,” quod he, “God yeve° thee sorwe",OXFORD,MancPro_gui_complete.csv
witen,woot,v%pr_1,Prologue to the Manciple's Tale 32,data/oxford_txts/MancPro_oxford.txt,"And wel I woot,° thy breeth° ful soure stinketh",OXFORD,MancPro_gui_complete.csv
sen,se,v%imp,Prologue to the Manciple's Tale 35,data/oxford_txts/MancPro_oxford.txt,"Se how he ganeth,° lo, this dronken wight",OXFORD,MancPro_gui_complete.csv
willen,wol,v%pr_pl,Prologue to the Manciple's Tale 42,data/oxford_txts/MancPro_oxford.txt,"Now, swete sir, wol ye juste atte fan?°",OXFORD,MancPro_gui_complete.csv
haven,han,v%pr_pl,Prologue to the Manciple's Tale 44,data/oxford_txts/MancPro_oxford.txt,"I trowe° that ye dronken han win ape,°",OXFORD,MancPro_gui_complete.csv
shulen,shul,v%pr_pl,Prologue to the Manciple's Tale 66,data/oxford_txts/MancPro_oxford.txt,"Than shul we alle have ynough to done,°",OXFORD,MancPro_gui_complete.csv
bringen,bring,v%inf,Prologue to the Manciple's Tale 77,data/oxford_txts/MancPro_oxford.txt,So mighte he lightly° bring me in the snare.,OXFORD,MancPro_gui_complete.csv
willen,wol,v%pr_1,Prologue to the Manciple's Tale 80,data/oxford_txts/MancPro_oxford.txt,"I wol nat wratthe° him, also mote I thrive!°",OXFORD,MancPro_gui_complete.csv
shulen,shul,v%pr_pl,Prologue to the Manciple's Tale 84,data/oxford_txts/MancPro_oxford.txt,And right anon ye shul seen a good jape.°,OXFORD,MancPro_gui_complete.csv
gon,goon,v%pr_pl,Prologue to the Manciple's Tale 96,data/oxford_txts/MancPro_oxford.txt,"Wher that we goon, good drink we with us carie;",OXFORD,MancPro_gui_complete.csv
geten,get,v%pr_pl,Prologue to the Manciple's Tale 102,data/oxford_txts/MancPro_oxford.txt,Of that matere ye get namore of me.,OXFORD,MancPro_gui_complete.csv
ben,be,v%imp,Anelida and Arcite 6,data/oxford_txts/Anelida_oxford.txt,"Be present, and my song continue and gie;°",OXFORD,Anelida_gui_complete.csv
ben,wer,v%pt_pl,Anelida and Arcite 56,data/oxford_txts/Anelida_oxford.txt,"That everich other slough,° so wer they wrothe.°",OXFORD,Anelida_gui_complete.csv
ben,wer,v%pt_pl,Anelida and Arcite 70,data/oxford_txts/Anelida_oxford.txt,The noble folk wer to the toune ydrawe.,OXFORD,Anelida_gui_complete.csv
seien,seyn,v%inf,Anelida and Arcite 92,data/oxford_txts/Anelida_oxford.txt,What shuld I seyn? she loved Arcite so,OXFORD,Anelida_gui_complete.csv
turnen,turn,v%pr_pl,Anelida and Arcite 204,data/oxford_txts/Anelida_oxford.txt,Now turn we to Anelida agein,OXFORD,Anelida_gui_complete.csv
witen,wot,v%pr_1,Anelida and Arcite 220,data/oxford_txts/Anelida_oxford.txt,I wot° myself as wel as any wight;°,OXFORD,Anelida_gui_complete.csv
connen,can,v%pr_1,Anelida and Arcite 235,data/oxford_txts/Anelida_oxford.txt,    And I ne can min herte not restreine,OXFORD,Anelida_gui_complete.csv
willen,wil,v%pr_1,Anelida and Arcite 244,data/oxford_txts/Anelida_oxford.txt,    I wil non other medecine ne lore;°,OXFORD,Anelida_gui_complete.csv
willen,wil,v%pr_1,Anelida and Arcite 245,data/oxford_txts/Anelida_oxford.txt,I wil ben ay ther I was ones bounde,OXFORD,Anelida_gui_complete.csv
